Date,op_type,op_id,coach,block,start_mile,end_mile,start_per,end_per,start_range,end_range,start_mpge,end_mpge,kwh,mpp,error,mpp_error,order,bus_run,percent_used,range_diff,miles_travelled,TAVG,TMAX,TMIN,tempdif,day_of_week,day,month,year,loc_id,time,isdaytime,tempC,tempF,windspeedMiles,windspeedKmph,winddirdegree,winddir16point,weatherCode,weatherDesc,precipMM,precipInches,humidity,visibilityKm,visibilityMiles,pressureMB,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF,uvIndex
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,0,no,15,59,6,9,162,SSE,113,Clear,0.0,0.0,76,10,6,1007,30,0,16,61,10,49,15,58,8,13,15,58,1
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,100,no,14,58,5,8,162,SSE,113,Clear,0.0,0.0,77,10,6,1007,30,0,15,59,10,49,14,57,7,12,14,57,1
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,200,no,14,57,4,7,163,SSE,113,Clear,0.0,0.0,77,10,6,1007,30,0,14,58,10,49,14,57,6,10,14,57,1
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,300,no,14,56,4,6,164,SSE,113,Clear,0.0,0.0,78,10,6,1008,30,0,14,56,10,49,13,56,5,9,13,56,1
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,400,no,15,58,3,4,188,S,113,Clear,0.0,0.0,74,10,6,1008,30,0,15,58,10,50,14,58,4,6,14,58,1
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,500,no,15,60,2,3,213,SSW,113,Clear,0.0,0.0,70,10,6,1008,30,0,15,60,10,50,15,59,3,4,15,59,1
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,600,no,16,61,1,1,237,WSW,113,Clear,0.0,0.0,67,10,6,1009,30,0,16,61,10,50,16,61,1,2,16,61,1
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,700,yes,18,65,1,2,275,W,113,Sunny,0.0,0.0,59,10,6,1009,30,0,18,65,10,50,18,65,2,3,18,65,5
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,800,yes,21,69,2,3,313,NW,113,Sunny,0.0,0.0,52,10,6,1010,30,0,20,69,10,50,21,69,2,4,21,69,6
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,900,yes,23,73,3,4,350,N,113,Sunny,0.0,0.0,44,10,6,1011,30,0,23,73,10,49,23,73,3,5,23,73,6
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1000,yes,24,76,4,6,342,NNW,113,Sunny,0.0,0.0,38,10,6,1011,30,0,24,75,9,47,24,76,4,6,24,75,6
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1100,yes,26,79,5,7,333,NNW,113,Sunny,0.0,0.0,32,10,6,1011,30,0,25,77,8,46,26,79,5,8,25,77,7
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1200,yes,28,82,6,9,324,NW,113,Sunny,0.0,0.0,26,10,6,1011,30,0,26,80,7,44,28,82,6,10,26,80,7
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1300,yes,28,83,7,11,319,NW,113,Sunny,0.0,0.0,25,10,6,1011,30,0,27,80,6,43,28,83,8,12,27,80,7
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1400,yes,29,83,8,12,313,NW,113,Sunny,0.0,0.0,24,10,6,1011,30,0,27,80,6,43,29,83,9,14,27,80,7
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1500,yes,29,84,9,14,308,NW,113,Sunny,0.0,0.0,23,10,6,1011,30,0,27,81,6,42,29,84,10,16,27,81,7
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1600,yes,28,83,9,14,309,NW,113,Sunny,0.0,0.0,26,10,6,1011,30,0,27,80,6,43,28,83,10,16,27,80,7
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1700,yes,27,81,9,14,309,NW,113,Sunny,0.0,0.0,28,10,6,1011,30,0,26,79,7,45,27,81,10,16,26,79,7
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1800,yes,27,80,9,14,310,NW,113,Sunny,0.0,0.0,31,10,6,1011,30,0,26,79,8,46,27,80,10,15,26,79,7
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1900,yes,25,77,7,11,295,WNW,113,Sunny,0.0,0.0,34,10,6,1011,30,0,25,77,8,46,25,77,8,13,25,77,7
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,2000,no,24,74,5,9,281,W,113,Clear,0.0,0.0,38,10,6,1011,30,0,24,75,8,47,24,74,6,10,24,75,1
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,2100,no,22,72,4,6,266,W,113,Clear,0.0,0.0,41,10,6,1012,30,0,23,73,8,47,22,72,4,7,23,73,1
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,2200,no,21,70,3,5,241,WSW,113,Clear,0.0,0.0,42,10,6,1012,30,0,22,71,8,46,21,70,4,6,21,70,1
2020-06-29,xb,xb149,7505,9982,0.0,63.0,100.0,68.0,191.0,129.0,24.0,24.0,1.83,1.96875,0.0,0.0,1.0,1.0,32.0,1.0,63.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,2300,no,20,68,2,4,215,SW,113,Clear,0.0,0.0,42,10,6,1012,30,0,20,69,7,45,20,68,3,5,20,68,1
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,0,no,15,59,6,9,162,SSE,113,Clear,0.0,0.0,76,10,6,1007,30,0,16,61,10,49,15,58,8,13,15,58,1
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,100,no,14,58,5,8,162,SSE,113,Clear,0.0,0.0,77,10,6,1007,30,0,15,59,10,49,14,57,7,12,14,57,1
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,200,no,14,57,4,7,163,SSE,113,Clear,0.0,0.0,77,10,6,1007,30,0,14,58,10,49,14,57,6,10,14,57,1
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,300,no,14,56,4,6,164,SSE,113,Clear,0.0,0.0,78,10,6,1008,30,0,14,56,10,49,13,56,5,9,13,56,1
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,400,no,15,58,3,4,188,S,113,Clear,0.0,0.0,74,10,6,1008,30,0,15,58,10,50,14,58,4,6,14,58,1
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,500,no,15,60,2,3,213,SSW,113,Clear,0.0,0.0,70,10,6,1008,30,0,15,60,10,50,15,59,3,4,15,59,1
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,600,no,16,61,1,1,237,WSW,113,Clear,0.0,0.0,67,10,6,1009,30,0,16,61,10,50,16,61,1,2,16,61,1
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,700,yes,18,65,1,2,275,W,113,Sunny,0.0,0.0,59,10,6,1009,30,0,18,65,10,50,18,65,2,3,18,65,5
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,800,yes,21,69,2,3,313,NW,113,Sunny,0.0,0.0,52,10,6,1010,30,0,20,69,10,50,21,69,2,4,21,69,6
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,900,yes,23,73,3,4,350,N,113,Sunny,0.0,0.0,44,10,6,1011,30,0,23,73,10,49,23,73,3,5,23,73,6
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1000,yes,24,76,4,6,342,NNW,113,Sunny,0.0,0.0,38,10,6,1011,30,0,24,75,9,47,24,76,4,6,24,75,6
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1100,yes,26,79,5,7,333,NNW,113,Sunny,0.0,0.0,32,10,6,1011,30,0,25,77,8,46,26,79,5,8,25,77,7
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1200,yes,28,82,6,9,324,NW,113,Sunny,0.0,0.0,26,10,6,1011,30,0,26,80,7,44,28,82,6,10,26,80,7
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1300,yes,28,83,7,11,319,NW,113,Sunny,0.0,0.0,25,10,6,1011,30,0,27,80,6,43,28,83,8,12,27,80,7
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1400,yes,29,83,8,12,313,NW,113,Sunny,0.0,0.0,24,10,6,1011,30,0,27,80,6,43,29,83,9,14,27,80,7
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1500,yes,29,84,9,14,308,NW,113,Sunny,0.0,0.0,23,10,6,1011,30,0,27,81,6,42,29,84,10,16,27,81,7
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1600,yes,28,83,9,14,309,NW,113,Sunny,0.0,0.0,26,10,6,1011,30,0,27,80,6,43,28,83,10,16,27,80,7
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1700,yes,27,81,9,14,309,NW,113,Sunny,0.0,0.0,28,10,6,1011,30,0,26,79,7,45,27,81,10,16,26,79,7
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1800,yes,27,80,9,14,310,NW,113,Sunny,0.0,0.0,31,10,6,1011,30,0,26,79,8,46,27,80,10,15,26,79,7
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,1900,yes,25,77,7,11,295,WNW,113,Sunny,0.0,0.0,34,10,6,1011,30,0,25,77,8,46,25,77,8,13,25,77,7
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,2000,no,24,74,5,9,281,W,113,Clear,0.0,0.0,38,10,6,1011,30,0,24,75,8,47,24,74,6,10,24,75,1
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,2100,no,22,72,4,6,266,W,113,Clear,0.0,0.0,41,10,6,1012,30,0,23,73,8,47,22,72,4,7,23,73,1
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,2200,no,21,70,3,5,241,WSW,113,Clear,0.0,0.0,42,10,6,1012,30,0,22,71,8,46,21,70,4,6,21,70,1
2020-06-29,xb,xb156,7505,9982,63.0,127.0,68.0,30.0,129.0,53.0,24.0,24.0,2.14,1.684211,0.0,0.0,2.0,2.0,38.0,-12.0,64.0,67.0,75.0,59.0,16.0,Sunday,29,June,2020,1,2300,no,20,68,2,4,215,SW,113,Clear,0.0,0.0,42,10,6,1012,30,0,20,69,7,45,20,68,3,5,20,68,1
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,0,no,19,67,2,3,189,S,113,Clear,0.0,0.0,43,10,6,1012,30,0,19,67,6,44,19,67,3,4,19,67,1
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,100,no,19,66,2,3,190,S,113,Clear,0.0,0.0,43,10,6,1012,30,0,19,66,6,43,19,66,3,5,19,66,1
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,200,no,19,66,2,3,191,SSW,113,Clear,0.0,0.0,43,10,6,1012,30,0,19,66,6,42,19,66,3,5,19,66,1
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,300,no,18,65,2,3,192,SSW,113,Clear,0.0,0.0,43,10,6,1012,30,0,18,65,5,42,18,65,3,5,18,65,1
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,400,no,19,66,2,3,191,SSW,113,Clear,0.0,0.0,42,10,6,1012,30,0,19,66,6,42,19,66,3,5,19,66,1
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,500,no,19,67,2,3,190,S,113,Clear,0.0,0.0,41,10,6,1012,30,0,19,67,6,42,19,67,3,5,19,67,1
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,600,no,20,68,2,3,190,S,113,Clear,0.0,0.0,40,10,6,1012,30,0,20,68,6,43,20,68,3,5,20,68,1
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,700,yes,22,72,2,3,196,SSW,113,Sunny,0.0,0.0,37,10,6,1013,30,0,22,72,7,44,22,72,3,4,22,72,6
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,800,yes,25,76,2,3,202,SSW,113,Sunny,0.0,0.0,33,10,6,1013,30,0,24,76,7,45,25,76,2,4,24,76,6
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,900,yes,27,80,2,3,208,SSW,113,Sunny,0.0,0.0,30,10,6,1013,30,0,26,80,8,46,27,80,2,4,26,80,7
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,1000,yes,29,84,2,4,221,SW,113,Sunny,0.0,0.0,27,10,6,1013,30,0,28,82,7,45,29,84,3,4,28,82,7
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,1100,yes,31,87,3,5,234,SW,113,Sunny,0.0,0.0,23,10,6,1013,30,0,29,85,7,45,31,87,3,5,29,85,8
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,1200,yes,33,91,3,5,248,WSW,113,Sunny,0.0,0.0,20,10,6,1013,30,0,31,87,7,44,33,91,4,6,31,87,8
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,1300,yes,33,91,4,7,252,WSW,113,Sunny,0.0,0.0,20,10,6,1012,30,0,31,88,7,45,33,91,5,8,31,88,8
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,1400,yes,33,92,5,8,257,WSW,113,Sunny,0.0,0.0,20,10,6,1012,30,0,31,88,7,45,33,92,6,9,31,88,8
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,1500,yes,33,92,6,9,262,W,113,Sunny,0.0,0.0,20,10,6,1012,30,0,31,88,8,46,33,92,7,11,31,88,8
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,1600,yes,32,90,6,10,265,W,113,Sunny,0.0,0.0,24,10,6,1011,30,0,31,88,8,47,32,90,7,11,31,88,8
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,1700,yes,31,88,6,10,268,W,113,Sunny,0.0,0.0,28,10,6,1011,30,0,31,87,9,48,31,88,7,11,31,87,8
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,1800,yes,30,86,6,10,272,W,113,Sunny,0.0,0.0,31,10,6,1010,30,0,30,86,9,49,30,86,7,12,30,86,8
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,1900,yes,29,84,6,9,267,W,113,Sunny,0.0,0.0,39,10,6,1010,30,0,30,86,10,51,29,84,6,10,30,86,7
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,2000,no,28,82,5,8,262,W,113,Clear,0.0,0.0,47,10,6,1011,30,0,30,87,12,53,28,82,6,9,30,87,1
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,2100,no,26,80,4,6,258,WSW,113,Clear,0.0,0.0,54,10,6,1011,30,0,30,87,13,55,26,80,5,8,30,87,1
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,2200,no,25,77,4,6,241,WSW,113,Clear,0.0,0.0,59,10,6,1011,30,0,28,83,13,55,25,77,4,7,28,83,1
2020-06-30,xb,xb657,7506,9983,0.0,63.0,90.0,59.0,180.0,112.0,24.0,23.8,1.77,2.032258,0.0,0.0,1.0,1.0,31.0,-5.0,63.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,2300,no,24,74,4,6,224,SW,113,Clear,0.0,0.0,64,10,6,1011,30,0,26,79,13,55,24,74,4,7,26,79,1
2020-06-30,xb,xb018,7507,9984,63.0,127.0,59.0,25.0,112.0,35.0,23.8,23.6,1.91,1.882353,0.0,0.0,2.0,1.0,34.0,-13.0,64.0,74.0,85.0,64.0,21.0,Monday,30,June,2020,1,0,no,19,67,2,3,189,S,113,Clear,0.0,0.0,43,10,6,1012,30,0,19,67,6,44,19,67,3,4,19,67,1
