Date,op_type,op_id,coach,block,start_mile,end_mile,start_per,end_per,start_range,end_range,start_mpge,end_mpge,kwh,mpp,error,mpp_error,order,bus_run,percent_used,range_diff,miles_travelled,TAVG,TMAX,TMIN,tempdif,day_of_week,day,month,year
2020-11-11,grp,grp473,7503.0,7771,48.0,86.0,78.0,61.0,150.0,116.0,24.2,24.2,1.61,2.235294,0.0,0.0,2.0,2.0,17.0,4.0,38.0,48.0,56.0,43.0,13.0,2.0,11.0,11.0,2020.0
2020-11-11,grp,grp376,7503.0,7771,86.0,166.0,61.0,23.0,116.0,40.0,24.2,24.2,1.71,2.105263,0.0,0.0,3.0,3.0,38.0,4.0,80.0,48.0,56.0,43.0,13.0,2.0,11.0,11.0,2020.0
2020-11-11,reg,reg973,7501.0,7772,0.0,87.0,100.0,48.0,196.0,96.0,22.8,22.8,2.15,1.673077,0.0,0.0,4.0,1.0,52.0,-13.0,87.0,48.0,56.0,43.0,13.0,2.0,11.0,11.0,2020.0
2020-11-11,hxb,hxb800,7501.0,7772,87.0,170.0,48.0,10.0,96.0,10.0,22.8,22.8,1.65,2.184211,0.0,0.0,5.0,2.0,38.0,-3.0,83.0,48.0,56.0,43.0,13.0,2.0,11.0,11.0,2020.0
2020-11-11,reg,reg396,7504.0,7072,0.0,66.0,100.0,72.0,210.0,141.0,25.4,25.4,1.53,2.357143,0.0,0.0,6.0,1.0,28.0,-3.0,66.0,48.0,56.0,43.0,13.0,2.0,11.0,11.0,2020.0
2020-11-11,reg,reg585,7504.0,7072,66.0,151.0,72.0,28.0,141.0,50.0,25.4,25.4,1.86,1.931818,0.0,0.0,7.0,2.0,44.0,-6.0,85.0,48.0,56.0,43.0,13.0,2.0,11.0,11.0,2020.0
2020-11-12,reg,reg420,7503.0,7771,0.0,48.0,100.0,75.0,205.0,144.0,24.4,24.2,1.88,1.92,0.0,0.0,1.0,1.0,25.0,-13.0,48.0,51.0,59.0,44.0,15.0,3.0,12.0,11.0,2020.0
2020-11-12,grp,grp473,7503.0,7771,48.0,86.0,75.0,57.0,144.0,109.0,24.2,24.2,1.71,2.111111,0.0,0.0,2.0,2.0,18.0,3.0,38.0,51.0,59.0,44.0,15.0,3.0,12.0,11.0,2020.0
2020-11-12,grp,grp376,7503.0,7771,86.0,166.0,57.0,20.0,109.0,40.0,24.2,24.4,1.67,2.162162,0.0,0.0,3.0,3.0,37.0,11.0,80.0,51.0,59.0,44.0,15.0,3.0,12.0,11.0,2020.0
2020-11-12,reg,reg973,7501.0,7772,0.0,87.0,100.0,44.0,194.0,80.0,22.8,22.8,2.32,1.553571,0.0,0.0,4.0,1.0,56.0,-27.0,87.0,51.0,59.0,44.0,15.0,3.0,12.0,11.0,2020.0
2020-11-12,hxb,hxb800,7501.0,7772,87.0,147.0,44.0,14.0,80.0,21.0,22.8,22.8,1.8,2.0,0.0,0.0,5.0,2.0,30.0,1.0,60.0,51.0,59.0,44.0,15.0,3.0,12.0,11.0,2020.0
2020-11-12,reg,reg396,7504.0,7072,0.0,66.0,98.0,65.0,210.0,125.0,25.2,25.4,1.8,2.0,0.0,0.0,6.0,1.0,33.0,-19.0,66.0,51.0,59.0,44.0,15.0,3.0,12.0,11.0,2020.0
2020-11-13,reg,reg420,7503.0,7771,0.0,48.0,100.0,76.0,205.0,146.0,24.4,24.2,1.8,2.0,0.0,0.0,1.0,1.0,24.0,-11.0,48.0,51.0,57.0,45.0,12.0,4.0,13.0,11.0,2020.0
2020-11-13,reg,reg973,7501.0,7772,0.0,87.0,100.0,43.0,193.0,80.0,22.8,22.8,2.36,1.526316,0.0,0.0,4.0,1.0,57.0,-26.0,87.0,51.0,57.0,45.0,12.0,4.0,13.0,11.0,2020.0
2020-11-13,hxb,hxb800,7501.0,7772,87.0,137.0,47.0,10.0,80.0,13.0,22.8,22.8,2.66,1.351351,0.0,0.0,5.0,2.0,37.0,-17.0,50.0,51.0,57.0,45.0,12.0,4.0,13.0,11.0,2020.0
2020-11-13,reg,reg396,7504.0,7072,0.0,66.0,100.0,69.0,213.0,133.0,25.4,25.4,1.69,2.129032,0.0,0.0,6.0,1.0,31.0,-14.0,66.0,51.0,57.0,45.0,12.0,4.0,13.0,11.0,2020.0
2020-11-16,reg,reg420,7503.0,7771,0.0,48.0,100.0,76.0,201.0,146.0,24.4,24.4,1.8,2.0,0.0,0.0,1.0,1.0,24.0,-7.0,48.0,66.0,74.0,55.0,19.0,0.0,16.0,11.0,2020.0
2020-11-16,hxb,hxb800,7501.0,7772,87.0,170.0,53.0,13.0,104.0,19.0,25.0,25.6,1.73,2.075,0.0,0.0,5.0,2.0,40.0,-2.0,83.0,66.0,74.0,55.0,19.0,0.0,16.0,11.0,2020.0
2020-11-16,reg,reg396,7504.0,7072,0.0,66.0,100.0,68.0,205.0,131.0,25.4,25.4,1.75,2.0625,0.0,0.0,6.0,1.0,32.0,-8.0,66.0,66.0,74.0,55.0,19.0,0.0,16.0,11.0,2020.0
2020-11-17,reg,reg420,7503.0,7771,0.0,48.0,100.0,81.0,201.0,160.0,24.4,24.4,1.43,2.526316,0.0,0.0,1.0,1.0,19.0,7.0,48.0,56.0,69.0,51.0,18.0,1.0,17.0,11.0,2020.0
2020-11-17,hxb,hxb800,7501.0,7772,87.0,170.0,58.0,15.0,116.0,23.0,25.4,25.4,1.87,1.930233,0.0,0.0,5.0,2.0,43.0,-10.0,83.0,56.0,69.0,51.0,18.0,1.0,17.0,11.0,2020.0
2020-11-17,reg,reg396,7504.0,7072,0.0,66.0,100.0,73.0,205.0,144.0,25.4,25.4,1.47,2.444444,0.0,0.0,6.0,1.0,27.0,5.0,66.0,56.0,69.0,51.0,18.0,1.0,17.0,11.0,2020.0
2020-11-17,grp,grp376,7504.0,7072,66.0,151.0,73.0,33.0,144.0,57.0,25.4,25.4,1.69,2.125,0.0,0.0,7.0,2.0,40.0,-2.0,85.0,56.0,69.0,51.0,18.0,1.0,17.0,11.0,2020.0
2020-11-18,grp,grp473,7503.0,7771,48.0,86.0,78.0,61.0,152.0,118.0,24.4,24.4,1.61,2.235294,0.0,0.0,2.0,2.0,17.0,4.0,38.0,51.0,54.0,46.0,8.0,2.0,18.0,11.0,2020.0
2020-11-18,grp,grp376,7503.0,7771,86.0,166.0,61.0,24.0,118.0,41.0,24.4,24.6,1.67,2.162162,0.0,0.0,3.0,3.0,37.0,3.0,80.0,51.0,54.0,46.0,8.0,2.0,18.0,11.0,2020.0
2020-11-18,reg,reg973,7501.0,7772,0.0,87.0,100.0,46.0,218.0,85.0,25.4,24.2,2.23,1.611111,0.0,0.0,4.0,1.0,54.0,-46.0,87.0,51.0,54.0,46.0,8.0,2.0,18.0,11.0,2020.0
2020-11-18,hxb,hxb800,7501.0,7772,87.0,147.0,46.0,13.0,85.0,20.0,24.2,24.2,1.98,1.818182,0.0,0.0,5.0,2.0,33.0,-5.0,60.0,51.0,54.0,46.0,8.0,2.0,18.0,11.0,2020.0
2020-11-18,reg,reg396,7504.0,7072,0.0,66.0,100.0,72.0,210.0,139.0,25.4,25.4,1.53,2.357143,0.0,0.0,8.0,1.0,28.0,-5.0,66.0,51.0,54.0,46.0,8.0,2.0,18.0,11.0,2020.0
2020-11-18,reg,reg585,7504.0,7072,66.0,151.0,72.0,30.0,139.0,54.0,25.4,25.4,1.78,2.023809,0.0,0.0,9.0,2.0,42.0,0.0,85.0,51.0,54.0,46.0,8.0,2.0,18.0,11.0,2020.0
2020-11-19,grp,grp473,7503.0,7771,48.0,86.0,71.0,52.0,136.0,99.0,24.4,24.4,1.8,2.0,0.0,0.0,2.0,2.0,19.0,1.0,38.0,50.0,57.0,46.0,11.0,3.0,19.0,11.0,2020.0
2020-11-19,grp,grp376,7503.0,7771,86.0,166.0,52.0,15.0,99.0,30.0,24.4,24.6,1.67,2.162162,0.0,0.0,3.0,3.0,37.0,11.0,80.0,50.0,57.0,46.0,11.0,3.0,19.0,11.0,2020.0
2020-11-19,reg,reg973,7501.0,7772,0.0,87.0,100.0,43.0,218.0,77.0,24.2,23.2,2.36,1.526316,0.0,0.0,4.0,1.0,57.0,-54.0,87.0,50.0,57.0,46.0,11.0,3.0,19.0,11.0,2020.0
2020-11-19,hxb,hxb800,7501.0,7772,87.0,148.0,43.0,5.0,77.0,5.0,23.2,23.2,2.24,1.605263,0.0,0.0,5.0,2.0,38.0,-11.0,61.0,50.0,57.0,46.0,11.0,3.0,19.0,11.0,2020.0
2020-11-19,reg,reg396,7504.0,7072,0.0,66.0,100.0,70.0,210.0,136.0,25.4,25.4,1.64,2.2,0.0,0.0,8.0,1.0,30.0,-8.0,66.0,50.0,57.0,46.0,11.0,3.0,19.0,11.0,2020.0
2020-11-19,reg,reg585,7504.0,7072,66.0,151.0,70.0,25.0,136.0,45.0,25.4,25.4,1.91,1.888889,0.0,0.0,9.0,2.0,45.0,-6.0,85.0,50.0,57.0,46.0,11.0,3.0,19.0,11.0,2020.0
2020-11-20,reg,reg973,7501.0,7772,0.0,87.0,100.0,43.0,200.0,80.0,23.2,22.8,2.36,1.526316,0.0,0.0,4.0,1.0,57.0,-33.0,87.0,52.0,59.0,46.0,13.0,4.0,20.0,11.0,2020.0
2020-11-20,hxb,hxb800,7501.0,7772,87.0,147.0,43.0,13.0,80.0,19.0,22.8,22.8,1.8,2.0,0.0,0.0,5.0,2.0,30.0,-1.0,60.0,52.0,59.0,46.0,13.0,4.0,20.0,11.0,2020.0
2020-11-20,reg,reg396,7505.0,7072,0.0,66.0,100.0,68.0,203.0,127.0,24.8,24.8,1.75,2.0625,0.0,0.0,6.0,1.0,32.0,-10.0,66.0,52.0,59.0,46.0,13.0,4.0,20.0,11.0,2020.0
2020-11-24,hxb,hxb800,7504.0,7772,87.0,170.0,52.0,14.0,98.0,21.0,25.4,25.1,1.65,2.184211,0.0,0.0,5.0,2.0,38.0,6.0,83.0,53.0,60.0,45.0,15.0,1.0,24.0,11.0,2020.0
2020-11-24,reg,reg396,7505.0,7072,0.0,66.0,100.0,68.0,200.0,128.0,24.8,24.8,1.75,2.0625,0.0,0.0,6.0,1.0,32.0,-6.0,66.0,53.0,60.0,45.0,15.0,1.0,24.0,11.0,2020.0
2020-11-24,grp,grp376,7505.0,7072,66.0,151.0,68.0,28.0,128.0,47.0,24.8,25.0,1.69,2.125,0.0,0.0,7.0,2.0,40.0,4.0,85.0,53.0,60.0,45.0,15.0,1.0,24.0,11.0,2020.0
2020-11-25,reg,reg420,7504.0,7771,0.0,48.0,100.0,70.0,208.0,136.0,25.4,25.4,2.25,1.6,0.0,0.0,1.0,1.0,30.0,-24.0,48.0,47.0,54.0,43.0,11.0,2.0,25.0,11.0,2020.0
2020-11-25,grp,grp473,7504.0,7771,48.0,86.0,70.0,53.0,136.0,98.0,25.4,25.4,1.61,2.235294,0.0,0.0,2.0,2.0,17.0,0.0,38.0,47.0,54.0,43.0,11.0,2.0,25.0,11.0,2020.0
2020-11-25,grp,grp376,7504.0,7771,86.0,166.0,53.0,16.0,98.0,23.0,25.4,25.4,1.67,2.162162,0.0,0.0,3.0,3.0,37.0,5.0,80.0,47.0,54.0,43.0,11.0,2.0,25.0,11.0,2020.0
2020-11-25,reg,reg973,7501.0,7772,0.0,87.0,100.0,43.0,206.0,72.0,24.4,22.4,2.36,1.526316,0.0,0.0,4.0,1.0,57.0,-47.0,87.0,47.0,54.0,43.0,11.0,2.0,25.0,11.0,2020.0
2020-11-25,hxb,hxb800,7501.0,7772,87.0,147.0,43.0,10.0,72.0,12.0,22.4,22.6,1.98,1.818182,0.0,0.0,5.0,2.0,33.0,0.0,60.0,47.0,54.0,43.0,11.0,2.0,25.0,11.0,2020.0
2020-11-25,reg,reg396,7505.0,7072,0.0,66.0,100.0,67.0,204.0,128.0,25.0,25.0,1.8,2.0,0.0,0.0,6.0,1.0,33.0,-10.0,66.0,47.0,54.0,43.0,11.0,2.0,25.0,11.0,2020.0
2020-11-25,reg,reg585,7505.0,7072,66.0,151.0,67.0,20.0,128.0,25.0,25.0,24.8,1.99,1.808511,0.0,0.0,7.0,2.0,47.0,-18.0,85.0,47.0,54.0,43.0,11.0,2.0,25.0,11.0,2020.0
2020-11-27,reg,reg420,7501.0,7771,0.0,48.0,100.0,68.0,190.0,115.0,22.6,22.0,2.4,1.5,0.0,0.0,1.0,1.0,32.0,-27.0,48.0,52.0,60.0,45.0,15.0,4.0,27.0,11.0,2020.0
2020-12-01,reg,reg420,7501.0,7771,0.0,48.0,100.0,66.0,185.0,111.0,22.0,21.6,2.55,1.411765,0.0,0.0,1.0,1.0,34.0,-26.0,48.0,54.0,62.0,47.0,15.0,1.0,1.0,12.0,2020.0
2020-12-02,reg,reg420,7501.0,7771,0.0,48.0,100.0,68.0,180.0,112.0,21.6,21.2,2.4,1.5,0.0,0.0,1.0,1.0,32.0,-20.0,48.0,54.0,61.0,50.0,11.0,2.0,2.0,12.0,2020.0
2020-12-02,grp,grp473,7501.0,7771,48.0,86.0,68.0,47.0,112.0,75.0,21.2,21.4,1.99,1.809524,0.0,0.0,2.0,2.0,21.0,1.0,38.0,54.0,61.0,50.0,11.0,2.0,2.0,12.0,2020.0
2020-12-02,grp,grp376,7501.0,7771,86.0,165.0,47.0,6.0,75.0,12.0,21.4,21.8,1.87,1.926829,0.0,0.0,3.0,3.0,41.0,16.0,79.0,54.0,61.0,50.0,11.0,2.0,2.0,12.0,2020.0
2020-12-02,reg,reg973,7504.0,7772,0.0,57.0,100.0,62.0,210.0,120.0,25.4,25.4,2.4,1.5,0.0,0.0,4.0,1.0,38.0,-33.0,57.0,54.0,61.0,50.0,11.0,2.0,2.0,12.0,2020.0
2020-12-02,reg,reg396,7505.0,7072,0.0,66.0,100.0,62.0,197.0,116.0,24.8,24.8,2.07,1.736842,0.0,0.0,5.0,1.0,38.0,-15.0,66.0,54.0,61.0,50.0,11.0,2.0,2.0,12.0,2020.0
2020-12-02,reg,reg585,7505.0,7072,66.0,151.0,62.0,19.0,116.0,31.0,24.8,24.8,1.82,1.976744,0.0,0.0,6.0,2.0,43.0,0.0,85.0,54.0,61.0,50.0,11.0,2.0,2.0,12.0,2020.0
2020-12-03,reg,reg420,7503.0,7771,0.0,48.0,100.0,67.0,83.0,87.0,10.0,17.0,2.48,1.454545,0.0,0.0,1.0,1.0,33.0,52.0,48.0,57.0,64.0,51.0,13.0,3.0,3.0,12.0,2020.0
2020-12-03,grp,grp473,7503.0,7771,48.0,86.0,67.0,47.0,87.0,70.0,17.0,19.4,1.89,1.9,0.0,0.0,2.0,2.0,20.0,21.0,38.0,57.0,64.0,51.0,13.0,3.0,3.0,12.0,2020.0
2020-12-03,grp,grp376,7503.0,7771,86.0,166.0,47.0,10.0,70.0,14.0,19.4,22.8,1.67,2.162162,0.0,0.0,3.0,3.0,37.0,24.0,80.0,57.0,64.0,51.0,13.0,3.0,3.0,12.0,2020.0
2020-12-03,reg,reg973,7501.0,7772,0.0,87.0,100.0,40.0,182.0,64.0,21.8,21.4,2.48,1.45,0.0,0.0,4.0,1.0,60.0,-31.0,87.0,57.0,64.0,51.0,13.0,3.0,3.0,12.0,2020.0
2020-12-03,hxb,hxb800,7501.0,7772,87.0,148.0,40.0,8.0,64.0,8.0,21.4,21.6,1.89,1.90625,0.0,0.0,5.0,2.0,32.0,5.0,61.0,57.0,64.0,51.0,13.0,3.0,3.0,12.0,2020.0
2020-12-03,reg,reg396,7505.0,7072,0.0,66.0,98.0,61.0,190.0,114.0,24.8,24.8,2.02,1.783784,0.0,0.0,6.0,1.0,37.0,-10.0,66.0,57.0,64.0,51.0,13.0,3.0,3.0,12.0,2020.0
2020-12-03,reg,reg585,7505.0,7072,66.0,111.0,61.0,35.0,114.0,70.0,24.8,24.8,2.08,1.730769,0.0,0.0,7.0,2.0,26.0,1.0,45.0,57.0,64.0,51.0,13.0,3.0,3.0,12.0,2020.0
2020-12-04,reg,reg420,7505.0,7771,0.0,48.0,100.0,65.0,196.0,118.0,24.8,24.6,2.63,1.371429,0.0,0.0,1.0,1.0,35.0,-30.0,48.0,58.0,65.0,52.0,13.0,4.0,4.0,12.0,2020.0
2020-12-04,reg,reg973,7501.0,7772,0.0,87.0,100.0,41.0,185.0,66.0,21.6,21.2,2.44,1.474576,0.0,0.0,4.0,1.0,59.0,-32.0,87.0,58.0,65.0,52.0,13.0,4.0,4.0,12.0,2020.0
2020-12-07,hxb,hxb800,7501.0,7772,87.0,170.0,49.0,6.0,80.0,6.0,21.6,21.8,1.87,1.930233,0.0,0.0,5.0,2.0,43.0,9.0,83.0,59.0,67.0,50.0,17.0,0.0,7.0,12.0,2020.0
2020-12-07,grp,grp376,7505.0,7072,66.0,151.0,67.0,28.0,129.0,54.0,25.6,27.0,1.65,2.179487,0.0,0.0,7.0,2.0,39.0,10.0,85.0,59.0,67.0,50.0,17.0,0.0,7.0,12.0,2020.0
2020-12-08,grp,grp376,7504.0,7072,66.0,151.0,56.0,18.0,111.0,29.0,25.4,25.4,1.61,2.236842,0.0,0.0,5.0,2.0,38.0,3.0,85.0,62.0,71.0,56.0,15.0,1.0,8.0,12.0,2020.0
2020-12-09,grp,grp473,7503.0,7771,48.0,86.0,72.0,55.0,134.0,102.0,23.6,23.8,1.61,2.235294,0.0,0.0,2.0,2.0,17.0,6.0,38.0,58.0,65.0,53.0,12.0,2.0,9.0,12.0,2020.0
2020-12-09,grp,grp376,7503.0,7771,86.0,166.0,55.0,18.0,102.0,28.0,23.8,24.4,1.67,2.162162,0.0,0.0,3.0,3.0,37.0,6.0,80.0,58.0,65.0,53.0,12.0,2.0,9.0,12.0,2020.0
2020-12-09,reg,reg973,7501.0,7772,0.0,87.0,100.0,41.0,180.0,64.0,21.8,21.6,2.44,1.474576,0.0,0.0,4.0,1.0,59.0,-29.0,87.0,58.0,65.0,53.0,12.0,2.0,9.0,12.0,2020.0
2020-12-09,hxb,hxb800,7501.0,7772,87.0,149.0,41.0,4.0,64.0,6.0,21.6,21.6,2.15,1.675676,0.0,0.0,5.0,2.0,37.0,4.0,62.0,58.0,65.0,53.0,12.0,2.0,9.0,12.0,2020.0
2020-12-09,reg,reg396,7504.0,7072,0.0,66.0,100.0,65.0,221.0,130.0,25.4,25.4,1.91,1.885714,0.0,0.0,6.0,1.0,35.0,-25.0,66.0,58.0,65.0,53.0,12.0,2.0,9.0,12.0,2020.0
2020-12-09,reg,reg585,7504.0,7072,66.0,151.0,65.0,21.0,130.0,34.0,25.4,25.4,1.86,1.931818,0.0,0.0,7.0,2.0,44.0,-11.0,85.0,58.0,65.0,53.0,12.0,2.0,9.0,12.0,2020.0
2020-12-10,grp,grp376,7505.0,7771,86.0,166.0,49.0,15.0,89.0,21.0,24.6,25.4,1.53,2.352941,0.0,0.0,3.0,3.0,34.0,12.0,80.0,54.0,63.0,44.0,19.0,3.0,10.0,12.0,2020.0
2020-12-10,reg,reg973,7501.0,7772,0.0,87.0,100.0,41.0,182.0,64.0,21.6,21.4,2.44,1.474576,0.0,0.0,4.0,1.0,59.0,-31.0,87.0,54.0,63.0,44.0,19.0,3.0,10.0,12.0,2020.0
2020-12-10,hxb,hxb800,7501.0,7772,87.0,148.0,41.0,5.0,64.0,10.0,21.4,21.6,2.12,1.694444,0.0,0.0,5.0,2.0,36.0,7.0,61.0,54.0,63.0,44.0,19.0,3.0,10.0,12.0,2020.0
2020-12-10,reg,reg396,7504.0,7072,0.0,66.0,100.0,66.0,213.0,133.0,25.4,25.4,1.85,1.941176,0.0,0.0,6.0,1.0,34.0,-14.0,66.0,54.0,63.0,44.0,19.0,3.0,10.0,12.0,2020.0
2020-12-10,reg,reg585,7504.0,7072,66.0,151.0,66.0,23.0,133.0,40.0,25.4,25.4,1.82,1.976744,0.0,0.0,7.0,2.0,43.0,-8.0,85.0,54.0,63.0,44.0,19.0,3.0,10.0,12.0,2020.0
2020-12-11,reg,reg973,7501.0,7772,0.0,87.0,100.0,41.0,183.0,64.0,21.6,21.4,2.44,1.474576,0.0,0.0,4.0,1.0,59.0,-32.0,87.0,45.0,50.0,39.0,11.0,4.0,11.0,12.0,2020.0
2020-12-11,reg,reg396,7504.0,7072,0.0,66.0,100.0,67.0,215.0,133.0,25.4,25.4,1.8,2.0,0.0,0.0,6.0,1.0,33.0,-16.0,66.0,45.0,50.0,39.0,11.0,4.0,11.0,12.0,2020.0
2020-12-11,reg,reg585,7504.0,7072,66.0,151.0,67.0,23.0,133.0,40.0,25.4,25.4,1.86,1.931818,0.0,0.0,7.0,2.0,44.0,-8.0,85.0,45.0,50.0,39.0,11.0,4.0,11.0,12.0,2020.0
2020-12-14,hxb,hxb800,7505.0,7772,87.0,170.0,52.0,9.0,94.0,9.0,24.6,24.8,1.87,1.930233,0.0,0.0,2.0,2.0,43.0,-2.0,83.0,44.0,49.0,38.0,11.0,0.0,14.0,12.0,2020.0
2020-12-14,reg,reg396,7504.0,7072,0.0,66.0,100.0,64.0,208.0,127.0,25.4,25.4,1.96,1.833333,0.0,0.0,3.0,1.0,36.0,-15.0,66.0,44.0,49.0,38.0,11.0,0.0,14.0,12.0,2020.0
2020-12-14,grp,grp376,7504.0,7072,66.0,151.0,64.0,25.0,127.0,43.0,25.4,25.4,1.65,2.179487,0.0,0.0,4.0,2.0,39.0,1.0,85.0,44.0,49.0,38.0,11.0,0.0,14.0,12.0,2020.0
