,coach,block,start_per,end_per,TAVG,TMAX,TMIN,tempdif,day_of_week,month,tempF,windspeedMiles,winddirdegree,weatherCode,precipInches,humidity,visibilityMiles,pressureInches,cloudcover,HeatIndexF,DewPointF,WindChillF,WindGustMiles,FeelsLikeF,uvIndex,block_mileage
126,7503.0,7771,100.0,10.0,75.0,83.0,65.0,18.0,1.0,6.0,86.0,3.0,258.1,113.0,0.0,38.6,6.0,30.0,0.1,86.7,57.0,86.0,3.4,86.7,7.0,107.0
127,7502.0,7772,100.0,40.0,75.0,83.0,65.0,18.0,1.0,6.0,86.0,3.0,258.1,113.0,0.0,38.6,6.0,30.0,0.1,86.7,57.0,86.0,3.4,86.7,7.0,145.9
128,7504.0,7774,98.0,27.0,75.0,83.0,65.0,18.0,1.0,6.0,86.0,3.0,258.1,113.0,0.0,38.6,6.0,30.0,0.1,86.7,57.0,86.0,3.4,86.7,7.0,105.9
129,7502.0,7771,100.0,7.0,75.0,85.0,60.0,25.0,2.0,6.0,85.8,3.8,227.0,113.0,0.0,38.0,6.0,30.0,1.5,85.5,56.1,85.8,4.4,85.5,7.0,107.0
130,7503.0,7772,100.0,29.0,75.0,85.0,60.0,25.0,2.0,6.0,85.8,3.8,227.0,113.0,0.0,38.0,6.0,30.0,1.5,85.5,56.1,85.8,4.4,85.5,7.0,145.9
131,7504.0,7774,100.0,33.0,75.0,85.0,60.0,25.0,2.0,6.0,85.8,3.8,227.0,113.0,0.0,38.0,6.0,30.0,1.5,85.5,56.1,85.8,4.4,85.5,7.0,105.9
132,7503.0,7771,100.0,21.0,60.0,67.0,49.0,18.0,3.0,6.0,70.7,6.1,260.6,113.0,0.0,41.5,6.0,30.0,0.4,72.5,45.2,70.7,6.9,71.6,5.4,107.0
133,7502.0,7772,100.0,29.0,60.0,67.0,49.0,18.0,3.0,6.0,70.7,6.1,260.6,113.0,0.0,41.5,6.0,30.0,0.4,72.5,45.2,70.7,6.9,71.6,5.4,145.9
134,7504.0,7773,98.0,51.0,60.0,67.0,49.0,18.0,3.0,6.0,70.7,6.1,260.6,113.0,0.0,41.5,6.0,30.0,0.4,72.5,45.2,70.7,6.9,71.6,5.4,167.3
135,7503.0,7771,100.0,19.0,58.0,69.0,44.0,25.0,4.0,6.0,69.6,6.4,322.9,114.2,0.0,34.8,6.0,30.0,21.5,69.6,39.1,69.6,7.5,69.6,5.2,107.0
136,7502.0,7772,100.0,44.0,58.0,69.0,44.0,25.0,4.0,6.0,69.6,6.4,322.9,114.2,0.0,34.8,6.0,30.0,21.5,69.6,39.1,69.6,7.5,69.6,5.2,145.9
137,7504.0,7773,98.0,50.0,58.0,69.0,44.0,25.0,4.0,6.0,69.6,6.4,322.9,114.2,0.0,34.8,6.0,30.0,21.5,69.6,39.1,69.6,7.5,69.6,5.2,167.3
138,7503.0,7771,100.0,9.0,84.0,94.0,76.0,18.0,0.0,6.0,93.0,2.8,140.6,113.6,0.0,20.6,6.0,30.0,22.3,91.3,45.2,93.0,4.7,91.3,7.8,107.0
139,7502.0,7772,100.0,20.0,84.0,94.0,76.0,18.0,0.0,6.0,93.0,2.8,140.6,113.6,0.0,20.6,6.0,30.0,22.3,91.3,45.2,93.0,4.7,91.3,7.8,145.9
140,7504.0,7774,100.0,15.0,84.0,94.0,76.0,18.0,0.0,6.0,93.0,2.8,140.6,113.6,0.0,20.6,6.0,30.0,22.3,91.3,45.2,93.0,4.7,91.3,7.8,105.9
141,7502.0,7771,100.0,6.0,86.0,96.0,76.0,20.0,1.0,6.0,95.6,2.7,247.1,113.0,0.0,23.3,6.0,30.0,1.6,94.2,51.2,95.6,3.4,94.2,8.0,107.0
142,7503.0,7772,100.0,23.0,86.0,96.0,76.0,20.0,1.0,6.0,95.6,2.7,247.1,113.0,0.0,23.3,6.0,30.0,1.6,94.2,51.2,95.6,3.4,94.2,8.0,145.9
143,7502.0,7771,100.0,10.0,80.0,90.0,65.0,25.0,2.0,6.0,86.9,4.3,233.2,113.6,0.0,27.8,6.0,30.0,9.8,84.9,49.6,86.9,5.6,84.9,7.0,107.0
144,7504.0,7774,100.0,29.0,80.0,90.0,65.0,25.0,2.0,6.0,86.9,4.3,233.2,113.6,0.0,27.8,6.0,30.0,9.8,84.9,49.6,86.9,5.6,84.9,7.0,105.9
145,7503.0,7773,100.0,42.0,80.0,90.0,65.0,25.0,2.0,6.0,86.9,4.3,233.2,113.6,0.0,27.8,6.0,30.0,9.8,84.9,49.6,86.9,5.6,84.9,7.0,167.3
146,7502.0,7771,100.0,21.0,69.0,79.0,61.0,18.0,3.0,6.0,78.7,5.1,248.1,113.0,0.0,45.4,6.0,30.0,2.6,79.6,55.5,78.7,5.7,79.1,6.3,107.0
147,7505.0,7773,97.0,47.0,69.0,79.0,61.0,18.0,3.0,6.0,78.7,5.1,248.1,113.0,0.0,45.4,6.0,30.0,2.6,79.6,55.5,78.7,5.7,79.1,6.3,167.3
148,7503.0,7772,100.0,45.0,62.0,75.0,50.0,25.0,4.0,6.0,75.6,3.1,274.9,113.0,0.0,48.8,6.0,30.0,0.8,76.2,54.8,75.6,4.0,76.2,6.1,145.9
149,7502.0,7773,100.0,55.0,62.0,75.0,50.0,25.0,4.0,6.0,75.6,3.1,274.9,113.0,0.0,48.8,6.0,30.0,0.8,76.2,54.8,75.6,4.0,76.2,6.1,167.3
150,7503.0,7771,100.0,10.0,71.0,79.0,62.0,17.0,0.0,6.0,79.3,3.5,218.4,113.0,0.0,48.1,6.0,30.0,1.2,79.6,57.3,79.3,4.1,79.6,6.2,107.0
151,7502.0,7772,99.0,42.0,71.0,79.0,62.0,17.0,0.0,6.0,79.3,3.5,218.4,113.0,0.0,48.1,6.0,30.0,1.2,79.6,57.3,79.3,4.1,79.6,6.2,145.9
152,7505.0,7774,100.0,30.0,71.0,79.0,62.0,17.0,0.0,6.0,79.3,3.5,218.4,113.0,0.0,48.1,6.0,30.0,1.2,79.6,57.3,79.3,4.1,79.6,6.2,105.9
153,7502.0,7772,100.0,30.0,75.0,83.0,65.0,18.0,1.0,6.0,81.0,3.7,269.5,113.0,0.0,47.3,6.0,30.0,1.2,82.6,58.8,81.0,4.2,82.0,6.4,145.9
154,7505.0,7774,100.0,33.0,75.0,83.0,65.0,18.0,1.0,6.0,81.0,3.7,269.5,113.0,0.0,47.3,6.0,30.0,1.2,82.6,58.8,81.0,4.2,82.0,6.4,105.9
155,7501.0,7773,96.0,46.0,75.0,83.0,65.0,18.0,1.0,6.0,81.0,3.7,269.5,113.0,0.0,47.3,6.0,30.0,1.2,82.6,58.8,81.0,4.2,82.0,6.4,167.3
156,7502.0,7771,100.0,18.0,73.0,80.0,63.0,17.0,2.0,6.0,80.5,3.4,245.8,113.0,0.0,49.7,6.0,30.0,0.0,81.9,59.5,80.5,3.9,81.9,6.3,107.0
157,7501.0,7772,100.0,35.0,73.0,80.0,63.0,17.0,2.0,6.0,80.5,3.4,245.8,113.0,0.0,49.7,6.0,30.0,0.0,81.9,59.5,80.5,3.9,81.9,6.3,145.9
158,7505.0,7774,100.0,37.0,73.0,80.0,63.0,17.0,2.0,6.0,80.5,3.4,245.8,113.0,0.0,49.7,6.0,30.0,0.0,81.9,59.5,80.5,3.9,81.9,6.3,105.9
159,7503.0,7771,100.0,18.0,63.0,73.0,51.0,22.0,3.0,6.0,72.7,6.1,198.9,113.6,0.0,55.9,6.0,30.0,12.0,74.8,55.9,72.7,6.8,74.3,5.6,107.0
160,7502.0,7772,100.0,28.0,63.0,73.0,51.0,22.0,3.0,6.0,72.7,6.1,198.9,113.6,0.0,55.9,6.0,30.0,12.0,74.8,55.9,72.7,6.8,74.3,5.6,145.9
161,7505.0,7774,100.0,46.0,63.0,73.0,51.0,22.0,3.0,6.0,72.7,6.1,198.9,113.6,0.0,55.9,6.0,30.0,12.0,74.8,55.9,72.7,6.8,74.3,5.6,105.9
162,7501.0,7773,100.0,50.0,63.0,73.0,51.0,22.0,3.0,6.0,72.7,6.1,198.9,113.6,0.0,55.9,6.0,30.0,12.0,74.8,55.9,72.7,6.8,74.3,5.6,167.3
163,7502.0,7772,100.0,33.0,64.0,73.0,49.0,24.0,4.0,6.0,75.7,4.4,306.5,113.0,0.0,42.8,6.0,30.0,0.0,75.8,50.8,75.7,5.1,75.7,6.0,145.9
164,7505.0,7774,100.0,37.0,64.0,73.0,49.0,24.0,4.0,6.0,75.7,4.4,306.5,113.0,0.0,42.8,6.0,30.0,0.0,75.8,50.8,75.7,5.1,75.7,6.0,105.9
165,7503.0,7771,100.0,16.0,75.0,84.0,66.0,18.0,0.0,6.0,78.8,3.3,249.9,121.4,0.0,38.7,6.0,30.0,93.5,79.3,51.1,78.8,3.9,78.7,5.3,107.0
166,7502.0,7772,100.0,44.0,75.0,84.0,66.0,18.0,0.0,6.0,78.8,3.3,249.9,121.4,0.0,38.7,6.0,30.0,93.5,79.3,51.1,78.8,3.9,78.7,5.3,145.9
167,7505.0,7774,100.0,30.0,75.0,84.0,66.0,18.0,0.0,6.0,78.8,3.3,249.9,121.4,0.0,38.7,6.0,30.0,93.5,79.3,51.1,78.8,3.9,78.7,5.3,105.9
168,7501.0,7773,100.0,50.0,75.0,84.0,66.0,18.0,0.0,6.0,78.8,3.3,249.9,121.4,0.0,38.7,6.0,30.0,93.5,79.3,51.1,78.8,3.9,78.7,5.3,167.3
169,7502.0,7771,100.0,19.0,67.0,76.0,56.0,20.0,1.0,6.0,77.9,4.9,288.4,113.0,0.0,38.6,6.0,30.0,6.8,77.3,50.1,77.9,6.0,77.3,6.2,107.0
170,7503.0,7772,100.0,45.0,67.0,76.0,56.0,20.0,1.0,6.0,77.9,4.9,288.4,113.0,0.0,38.6,6.0,30.0,6.8,77.3,50.1,77.9,6.0,77.3,6.2,145.9
171,7505.0,7774,100.0,19.0,67.0,76.0,56.0,20.0,1.0,6.0,77.9,4.9,288.4,113.0,0.0,38.6,6.0,30.0,6.8,77.3,50.1,77.9,6.0,77.3,6.2,105.9
172,7502.0,7771,100.0,19.0,58.0,68.0,51.0,17.0,2.0,6.0,72.3,5.8,293.5,113.0,0.0,47.6,6.0,30.0,1.4,74.3,51.1,72.3,6.7,73.6,5.5,107.0
173,7505.0,7772,100.0,23.0,58.0,68.0,51.0,17.0,2.0,6.0,72.3,5.8,293.5,113.0,0.0,47.6,6.0,30.0,1.4,74.3,51.1,72.3,6.7,73.6,5.5,145.9
174,7501.0,7774,100.0,34.0,58.0,68.0,51.0,17.0,2.0,6.0,72.3,5.8,293.5,113.0,0.0,47.6,6.0,30.0,1.4,74.3,51.1,72.3,6.7,73.6,5.5,105.9
175,7503.0,7773,100.0,55.0,58.0,68.0,51.0,17.0,2.0,6.0,72.3,5.8,293.5,113.0,0.0,47.6,6.0,30.0,1.4,74.3,51.1,72.3,6.7,73.6,5.5,167.3
176,7502.0,7771,100.0,14.0,57.0,68.0,49.0,19.0,3.0,6.0,70.5,6.4,310.8,113.9,0.0,42.6,6.0,31.0,15.7,72.8,45.8,70.5,7.5,71.8,5.3,107.0
177,7501.0,7772,100.0,27.0,57.0,68.0,49.0,19.0,3.0,6.0,70.5,6.4,310.8,113.9,0.0,42.6,6.0,31.0,15.7,72.8,45.8,70.5,7.5,71.8,5.3,145.9
178,7505.0,7774,100.0,29.0,57.0,68.0,49.0,19.0,3.0,6.0,70.5,6.4,310.8,113.9,0.0,42.6,6.0,31.0,15.7,72.8,45.8,70.5,7.5,71.8,5.3,105.9
179,7503.0,7773,100.0,55.0,57.0,68.0,49.0,19.0,3.0,6.0,70.5,6.4,310.8,113.9,0.0,42.6,6.0,31.0,15.7,72.8,45.8,70.5,7.5,71.8,5.3,167.3
180,7502.0,7771,100.0,17.0,62.0,74.0,52.0,22.0,4.0,6.0,72.6,4.2,282.6,119.0,0.0,40.3,6.0,30.8,69.4,73.6,46.4,72.6,4.7,73.3,5.0,107.0
181,7501.0,7772,100.0,47.0,62.0,74.0,52.0,22.0,4.0,6.0,72.6,4.2,282.6,119.0,0.0,40.3,6.0,30.8,69.4,73.6,46.4,72.6,4.7,73.3,5.0,145.9
182,7505.0,7774,100.0,31.0,62.0,74.0,52.0,22.0,4.0,6.0,72.6,4.2,282.6,119.0,0.0,40.3,6.0,30.8,69.4,73.6,46.4,72.6,4.7,73.3,5.0,105.9
183,,7772,100.0,78.0,66.0,74.0,57.0,17.0,0.0,7.0,75.3,4.7,285.5,113.6,0.0,42.6,6.0,30.6,12.4,75.6,50.1,75.3,5.3,75.5,5.9,145.9
184,,7772,78.0,38.0,66.0,74.0,57.0,17.0,0.0,7.0,75.3,4.7,285.5,113.6,0.0,42.6,6.0,30.6,12.4,75.6,50.1,75.3,5.3,75.5,5.9,145.9
185,7505.0,7774,100.0,63.0,66.0,74.0,57.0,17.0,0.0,7.0,75.3,4.7,285.5,113.6,0.0,42.6,6.0,30.6,12.4,75.6,50.1,75.3,5.3,75.5,5.9,105.9
186,7505.0,7774,63.0,35.0,66.0,74.0,57.0,17.0,0.0,7.0,75.3,4.7,285.5,113.6,0.0,42.6,6.0,30.6,12.4,75.6,50.1,75.3,5.3,75.5,5.9,105.9
187,7505.0,7771,100.0,51.0,64.0,73.0,55.0,18.0,1.0,7.0,74.4,5.1,268.5,113.0,0.0,39.4,6.0,30.0,2.4,74.8,47.5,74.4,6.2,74.8,5.9,107.0
188,7505.0,7771,51.0,17.0,64.0,73.0,55.0,18.0,1.0,7.0,74.4,5.1,268.5,113.0,0.0,39.4,6.0,30.0,2.4,74.8,47.5,74.4,6.2,74.8,5.9,107.0
189,7503.0,7772,100.0,38.0,64.0,73.0,55.0,18.0,1.0,7.0,74.4,5.1,268.5,113.0,0.0,39.4,6.0,30.0,2.4,74.8,47.5,74.4,6.2,74.8,5.9,145.9
190,7503.0,7772,100.0,76.0,64.0,73.0,55.0,18.0,1.0,7.0,74.4,5.1,268.5,113.0,0.0,39.4,6.0,30.0,2.4,74.8,47.5,74.4,6.2,74.8,5.9,145.9
191,7503.0,7772,76.0,38.0,64.0,73.0,55.0,18.0,1.0,7.0,74.4,5.1,268.5,113.0,0.0,39.4,6.0,30.0,2.4,74.8,47.5,74.4,6.2,74.8,5.9,145.9
192,7501.0,7774,100.0,90.0,64.0,73.0,55.0,18.0,1.0,7.0,74.4,5.1,268.5,113.0,0.0,39.4,6.0,30.0,2.4,74.8,47.5,74.4,6.2,74.8,5.9,105.9
193,7501.0,7774,90.0,61.0,64.0,73.0,55.0,18.0,1.0,7.0,74.4,5.1,268.5,113.0,0.0,39.4,6.0,30.0,2.4,74.8,47.5,74.4,6.2,74.8,5.9,105.9
194,7501.0,7774,61.0,34.0,64.0,73.0,55.0,18.0,1.0,7.0,74.4,5.1,268.5,113.0,0.0,39.4,6.0,30.0,2.4,74.8,47.5,74.4,6.2,74.8,5.9,105.9
195,7502.0,7773,100.0,65.0,64.0,73.0,55.0,18.0,1.0,7.0,74.4,5.1,268.5,113.0,0.0,39.4,6.0,30.0,2.4,74.8,47.5,74.4,6.2,74.8,5.9,167.3
196,7503.0,7772,100.0,74.0,62.0,74.0,52.0,22.0,2.0,7.0,75.6,4.4,254.3,113.0,0.0,44.6,6.0,30.0,0.5,75.7,51.8,75.6,4.9,75.7,6.1,145.9
197,7503.0,7772,74.0,33.0,62.0,74.0,52.0,22.0,2.0,7.0,75.6,4.4,254.3,113.0,0.0,44.6,6.0,30.0,0.5,75.7,51.8,75.6,4.9,75.7,6.1,145.9
198,7502.0,7774,100.0,88.0,62.0,74.0,52.0,22.0,2.0,7.0,75.6,4.4,254.3,113.0,0.0,44.6,6.0,30.0,0.5,75.7,51.8,75.6,4.9,75.7,6.1,105.9
199,7502.0,7774,88.0,58.0,62.0,74.0,52.0,22.0,2.0,7.0,75.6,4.4,254.3,113.0,0.0,44.6,6.0,30.0,0.5,75.7,51.8,75.6,4.9,75.7,6.1,105.9
201,7501.0,7772,100.0,76.0,72.0,81.0,66.0,15.0,4.0,7.0,79.2,3.1,274.0,113.0,0.0,44.2,6.0,30.0,0.0,79.0,54.8,79.2,3.5,79.0,6.2,145.9
202,7501.0,7772,76.0,40.0,72.0,81.0,66.0,15.0,4.0,7.0,79.2,3.1,274.0,113.0,0.0,44.2,6.0,30.0,0.0,79.0,54.8,79.2,3.5,79.0,6.2,145.9
203,7502.0,7774,100.0,89.0,72.0,81.0,66.0,15.0,4.0,7.0,79.2,3.1,274.0,113.0,0.0,44.2,6.0,30.0,0.0,79.0,54.8,79.2,3.5,79.0,6.2,105.9
204,7502.0,7774,89.0,57.0,72.0,81.0,66.0,15.0,4.0,7.0,79.2,3.1,274.0,113.0,0.0,44.2,6.0,30.0,0.0,79.0,54.8,79.2,3.5,79.0,6.2,105.9
205,7502.0,7774,57.0,27.0,72.0,81.0,66.0,15.0,4.0,7.0,79.2,3.1,274.0,113.0,0.0,44.2,6.0,30.0,0.0,79.0,54.8,79.2,3.5,79.0,6.2,105.9
206,7503.0,7773,100.0,58.0,72.0,81.0,66.0,15.0,4.0,7.0,79.2,3.1,274.0,113.0,0.0,44.2,6.0,30.0,0.0,79.0,54.8,79.2,3.5,79.0,6.2,167.3
207,7503.0,7771,100.0,45.0,60.0,70.0,49.0,21.0,0.0,7.0,72.9,5.3,261.3,113.0,0.0,48.3,6.0,30.0,3.0,74.4,51.9,72.9,6.2,74.3,5.4,107.0
208,7503.0,7771,45.0,16.0,60.0,70.0,49.0,21.0,0.0,7.0,72.9,5.3,261.3,113.0,0.0,48.3,6.0,30.0,3.0,74.4,51.9,72.9,6.2,74.3,5.4,107.0
209,7502.0,7772,99.0,73.0,60.0,70.0,49.0,21.0,0.0,7.0,72.9,5.3,261.3,113.0,0.0,48.3,6.0,30.0,3.0,74.4,51.9,72.9,6.2,74.3,5.4,145.9
210,7502.0,7772,73.0,34.0,60.0,70.0,49.0,21.0,0.0,7.0,72.9,5.3,261.3,113.0,0.0,48.3,6.0,30.0,3.0,74.4,51.9,72.9,6.2,74.3,5.4,145.9
211,7502.0,7771,100.0,44.0,62.0,73.0,55.0,18.0,1.0,7.0,73.9,4.6,305.9,113.0,0.0,50.6,6.0,30.7,4.7,75.0,53.8,73.9,5.4,74.8,5.8,107.0
212,7502.0,7771,44.0,15.0,62.0,73.0,55.0,18.0,1.0,7.0,73.9,4.6,305.9,113.0,0.0,50.6,6.0,30.7,4.7,75.0,53.8,73.9,5.4,74.8,5.8,107.0
213,7503.0,7772,100.0,73.0,62.0,73.0,55.0,18.0,1.0,7.0,73.9,4.6,305.9,113.0,0.0,50.6,6.0,30.7,4.7,75.0,53.8,73.9,5.4,74.8,5.8,145.9
214,7503.0,7772,73.0,38.0,62.0,73.0,55.0,18.0,1.0,7.0,73.9,4.6,305.9,113.0,0.0,50.6,6.0,30.7,4.7,75.0,53.8,73.9,5.4,74.8,5.8,145.9
215,7502.0,7771,100.0,46.0,63.0,75.0,55.0,20.0,2.0,7.0,77.1,5.6,316.3,113.6,0.0,54.2,6.0,31.0,6.3,78.1,58.6,77.1,6.6,78.0,6.1,107.0
216,7502.0,7771,46.0,19.0,63.0,75.0,55.0,20.0,2.0,7.0,77.1,5.6,316.3,113.6,0.0,54.2,6.0,31.0,6.3,78.1,58.6,77.1,6.6,78.0,6.1,107.0
217,7503.0,7772,100.0,78.0,63.0,75.0,55.0,20.0,2.0,7.0,77.1,5.6,316.3,113.6,0.0,54.2,6.0,31.0,6.3,78.1,58.6,77.1,6.6,78.0,6.1,145.9
218,7503.0,7772,78.0,44.0,63.0,75.0,55.0,20.0,2.0,7.0,77.1,5.6,316.3,113.6,0.0,54.2,6.0,31.0,6.3,78.1,58.6,77.1,6.6,78.0,6.1,145.9
219,7501.0,7774,100.0,91.0,63.0,75.0,55.0,20.0,2.0,7.0,77.1,5.6,316.3,113.6,0.0,54.2,6.0,31.0,6.3,78.1,58.6,77.1,6.6,78.0,6.1,105.9
220,7501.0,7774,91.0,62.0,63.0,75.0,55.0,20.0,2.0,7.0,77.1,5.6,316.3,113.6,0.0,54.2,6.0,31.0,6.3,78.1,58.6,77.1,6.6,78.0,6.1,105.9
221,7501.0,7774,62.0,31.0,63.0,75.0,55.0,20.0,2.0,7.0,77.1,5.6,316.3,113.6,0.0,54.2,6.0,31.0,6.3,78.1,58.6,77.1,6.6,78.0,6.1,105.9
222,7504.0,7773,100.0,48.0,63.0,75.0,55.0,20.0,2.0,7.0,77.1,5.6,316.3,113.6,0.0,54.2,6.0,31.0,6.3,78.1,58.6,77.1,6.6,78.0,6.1,167.3
223,7504.0,7771,100.0,47.0,68.0,78.0,57.0,21.0,3.0,7.0,80.3,5.1,306.3,113.0,0.0,48.3,6.0,30.5,0.0,81.5,58.3,80.3,6.0,81.0,6.3,107.0
224,7504.0,7771,47.0,18.0,68.0,78.0,57.0,21.0,3.0,7.0,80.3,5.1,306.3,113.0,0.0,48.3,6.0,30.5,0.0,81.5,58.3,80.3,6.0,81.0,6.3,107.0
225,7503.0,7772,100.0,76.0,68.0,78.0,57.0,21.0,3.0,7.0,80.3,5.1,306.3,113.0,0.0,48.3,6.0,30.5,0.0,81.5,58.3,80.3,6.0,81.0,6.3,145.9
226,7503.0,7772,76.0,45.0,68.0,78.0,57.0,21.0,3.0,7.0,80.3,5.1,306.3,113.0,0.0,48.3,6.0,30.5,0.0,81.5,58.3,80.3,6.0,81.0,6.3,145.9
227,7501.0,7774,100.0,91.0,68.0,78.0,57.0,21.0,3.0,7.0,80.3,5.1,306.3,113.0,0.0,48.3,6.0,30.5,0.0,81.5,58.3,80.3,6.0,81.0,6.3,105.9
228,7501.0,7774,91.0,60.0,68.0,78.0,57.0,21.0,3.0,7.0,80.3,5.1,306.3,113.0,0.0,48.3,6.0,30.5,0.0,81.5,58.3,80.3,6.0,81.0,6.3,105.9
229,7501.0,7774,60.0,30.0,68.0,78.0,57.0,21.0,3.0,7.0,80.3,5.1,306.3,113.0,0.0,48.3,6.0,30.5,0.0,81.5,58.3,80.3,6.0,81.0,6.3,105.9
230,7504.0,7771,100.0,47.0,72.0,82.0,64.0,18.0,4.0,7.0,81.9,4.0,299.6,113.0,0.0,46.1,6.0,30.0,0.0,83.2,58.3,81.9,4.7,82.7,6.5,107.0
231,7504.0,7771,47.0,16.0,72.0,82.0,64.0,18.0,4.0,7.0,81.9,4.0,299.6,113.0,0.0,46.1,6.0,30.0,0.0,83.2,58.3,81.9,4.7,82.7,6.5,107.0
232,7503.0,7772,100.0,75.0,72.0,82.0,64.0,18.0,4.0,7.0,81.9,4.0,299.6,113.0,0.0,46.1,6.0,30.0,0.0,83.2,58.3,81.9,4.7,82.7,6.5,145.9
233,7503.0,7772,75.0,36.0,72.0,82.0,64.0,18.0,4.0,7.0,81.9,4.0,299.6,113.0,0.0,46.1,6.0,30.0,0.0,83.2,58.3,81.9,4.7,82.7,6.5,145.9
234,7501.0,7774,100.0,90.0,72.0,82.0,64.0,18.0,4.0,7.0,81.9,4.0,299.6,113.0,0.0,46.1,6.0,30.0,0.0,83.2,58.3,81.9,4.7,82.7,6.5,105.9
235,7501.0,7774,90.0,60.0,72.0,82.0,64.0,18.0,4.0,7.0,81.9,4.0,299.6,113.0,0.0,46.1,6.0,30.0,0.0,83.2,58.3,81.9,4.7,82.7,6.5,105.9
236,7501.0,7774,60.0,30.0,72.0,82.0,64.0,18.0,4.0,7.0,81.9,4.0,299.6,113.0,0.0,46.1,6.0,30.0,0.0,83.2,58.3,81.9,4.7,82.7,6.5,105.9
237,7505.0,7771,100.0,43.0,70.0,82.0,60.0,22.0,0.0,7.0,82.7,5.8,287.8,113.0,0.0,35.3,6.0,30.1,0.0,81.9,52.2,82.7,6.9,81.9,6.6,107.0
238,7505.0,7771,43.0,12.0,70.0,82.0,60.0,22.0,0.0,7.0,82.7,5.8,287.8,113.0,0.0,35.3,6.0,30.1,0.0,81.9,52.2,82.7,6.9,81.9,6.6,107.0
239,7503.0,7772,100.0,78.0,70.0,82.0,60.0,22.0,0.0,7.0,82.7,5.8,287.8,113.0,0.0,35.3,6.0,30.1,0.0,81.9,52.2,82.7,6.9,81.9,6.6,145.9
240,7503.0,7772,78.0,38.0,70.0,82.0,60.0,22.0,0.0,7.0,82.7,5.8,287.8,113.0,0.0,35.3,6.0,30.1,0.0,81.9,52.2,82.7,6.9,81.9,6.6,145.9
241,7501.0,7774,100.0,89.0,70.0,82.0,60.0,22.0,0.0,7.0,82.7,5.8,287.8,113.0,0.0,35.3,6.0,30.1,0.0,81.9,52.2,82.7,6.9,81.9,6.6,105.9
242,7501.0,7774,89.0,56.0,70.0,82.0,60.0,22.0,0.0,7.0,82.7,5.8,287.8,113.0,0.0,35.3,6.0,30.1,0.0,81.9,52.2,82.7,6.9,81.9,6.6,105.9
243,7501.0,7774,56.0,23.0,70.0,82.0,60.0,22.0,0.0,7.0,82.7,5.8,287.8,113.0,0.0,35.3,6.0,30.1,0.0,81.9,52.2,82.7,6.9,81.9,6.6,105.9
244,7504.0,7773,100.0,50.0,70.0,82.0,60.0,22.0,0.0,7.0,82.7,5.8,287.8,113.0,0.0,35.3,6.0,30.1,0.0,81.9,52.2,82.7,6.9,81.9,6.6,167.3
245,7504.0,7771,100.0,42.0,67.0,78.0,60.0,18.0,1.0,7.0,79.4,5.5,273.4,113.0,0.0,43.5,6.0,30.0,0.4,79.9,54.5,79.4,6.5,79.9,6.3,107.0
246,7504.0,7771,42.0,15.0,67.0,78.0,60.0,18.0,1.0,7.0,79.4,5.5,273.4,113.0,0.0,43.5,6.0,30.0,0.4,79.9,54.5,79.4,6.5,79.9,6.3,107.0
247,7505.0,7772,100.0,81.0,67.0,78.0,60.0,18.0,1.0,7.0,79.4,5.5,273.4,113.0,0.0,43.5,6.0,30.0,0.4,79.9,54.5,79.4,6.5,79.9,6.3,145.9
248,7505.0,7772,81.0,38.0,67.0,78.0,60.0,18.0,1.0,7.0,79.4,5.5,273.4,113.0,0.0,43.5,6.0,30.0,0.4,79.9,54.5,79.4,6.5,79.9,6.3,145.9
249,7503.0,7774,100.0,89.0,67.0,78.0,60.0,18.0,1.0,7.0,79.4,5.5,273.4,113.0,0.0,43.5,6.0,30.0,0.4,79.9,54.5,79.4,6.5,79.9,6.3,105.9
250,7503.0,7774,89.0,55.0,67.0,78.0,60.0,18.0,1.0,7.0,79.4,5.5,273.4,113.0,0.0,43.5,6.0,30.0,0.4,79.9,54.5,79.4,6.5,79.9,6.3,105.9
251,7503.0,7774,55.0,26.0,67.0,78.0,60.0,18.0,1.0,7.0,79.4,5.5,273.4,113.0,0.0,43.5,6.0,30.0,0.4,79.9,54.5,79.4,6.5,79.9,6.3,105.9
252,7501.0,7772,100.0,55.0,71.0,83.0,59.0,24.0,2.0,7.0,80.9,3.9,214.6,113.0,0.0,43.9,6.0,30.0,0.0,80.6,55.7,80.9,4.5,80.6,6.4,145.9
253,7503.0,7772,100.0,79.0,71.0,79.0,61.0,18.0,3.0,7.0,78.1,4.7,216.7,113.0,0.0,53.1,6.0,30.0,0.7,80.3,59.1,78.1,5.2,79.7,6.1,145.9
254,7503.0,7772,79.0,36.0,71.0,79.0,61.0,18.0,3.0,7.0,78.1,4.7,216.7,113.0,0.0,53.1,6.0,30.0,0.7,80.3,59.1,78.1,5.2,79.7,6.1,145.9
255,7501.0,7771,100.0,47.0,68.0,79.0,57.0,22.0,4.0,7.0,78.1,4.9,196.6,113.0,0.0,50.5,6.0,30.0,5.2,78.6,57.4,78.1,5.7,78.6,6.2,107.0
256,7501.0,7771,47.0,18.0,68.0,79.0,57.0,22.0,4.0,7.0,78.1,4.9,196.6,113.0,0.0,50.5,6.0,30.0,5.2,78.6,57.4,78.1,5.7,78.6,6.2,107.0
