Unnamed: 0,Date,op_type,op_id,coach,block,start_mile,end_mile,start_per,end_per,start_range,end_range,start_mpge,end_mpge,kwh,mpp,error,mpp_error,order,bus_run,percent_used,range_diff,miles_travelled,TAVG,TMAX,TMIN,tempdif,day_of_week,day,month,year,loc_id,time,tempC,tempF,windspeedMiles,winddirdegree,weatherCode,precipInches,humidity,visibilityMiles,pressureInches,cloudcover,HeatIndexF,DewPointF,WindChillF,WindGustMiles,FeelsLikeF,uvIndex
1342,2020-12-07,xb,xb317,7505.0,7072,0.0,66.0,100.0,67.0,224.0,129.0,28.6,25.6,1.8,2.0,0.0,0.0,6.0,1.0,33.0,-29.0,66.0,59.0,67.0,50.0,17.0,Sunday,7.0,December,2020.0,1.0,1050.0,13.3,56.1,4.9,152.9,113.9,0.0,40.9,6.0,31.0,0.9,56.1,31.4,55.6,6.5,55.6,3.9
1343,2020-12-07,grp,grp376,7505.0,7072,66.0,151.0,67.0,28.0,129.0,54.0,25.6,27.0,1.65,2.179487,0.0,0.0,7.0,2.0,39.0,10.0,85.0,59.0,67.0,50.0,17.0,Sunday,7.0,December,2020.0,1.0,1050.0,13.3,56.1,4.9,152.9,113.9,0.0,40.9,6.0,31.0,0.9,56.1,31.4,55.6,6.5,55.6,3.9
1344,2020-12-08,xb,xb161,7503.0,7771,0.0,48.0,100.0,78.0,191.0,147.0,22.8,23.4,1.65,2.181818,0.0,0.0,1.0,1.0,22.0,4.0,48.0,62.0,71.0,56.0,15.0,Monday,8.0,December,2020.0,1.0,1050.0,16.1,61.4,2.6,220.5,113.0,0.0,31.4,6.0,31.0,0.0,61.4,30.2,61.4,3.7,61.4,4.5
1345,2020-12-08,xb,xb406,7503.0,7771,48.0,86.0,78.0,63.0,147.0,121.0,23.4,24.0,1.42,2.533333,0.0,0.0,2.0,2.0,15.0,12.0,38.0,62.0,71.0,56.0,15.0,Monday,8.0,December,2020.0,1.0,1050.0,16.1,61.4,2.6,220.5,113.0,0.0,31.4,6.0,31.0,0.0,61.4,30.2,61.4,3.7,61.4,4.5
1346,2020-12-08,grp,grp149,7503.0,7771,86.0,166.0,63.0,18.0,121.0,30.0,24.0,24.0,2.03,1.777778,0.0,0.0,3.0,3.0,45.0,-11.0,80.0,62.0,71.0,56.0,15.0,Monday,8.0,December,2020.0,1.0,1050.0,16.1,61.4,2.6,220.5,113.0,0.0,31.4,6.0,31.0,0.0,61.4,30.2,61.4,3.7,61.4,4.5
1347,2020-12-08,xb,xb150,7504.0,7072,0.0,66.0,100.0,56.0,216.0,111.0,25.4,25.4,2.4,1.5,0.0,0.0,4.0,1.0,44.0,-39.0,66.0,62.0,71.0,56.0,15.0,Monday,8.0,December,2020.0,1.0,1050.0,16.1,61.4,2.6,220.5,113.0,0.0,31.4,6.0,31.0,0.0,61.4,30.2,61.4,3.7,61.4,4.5
1348,2020-12-08,grp,grp376,7504.0,7072,66.0,151.0,56.0,18.0,111.0,29.0,25.4,25.4,1.61,2.236842,0.0,0.0,5.0,2.0,38.0,3.0,85.0,62.0,71.0,56.0,15.0,Monday,8.0,December,2020.0,1.0,1050.0,16.1,61.4,2.6,220.5,113.0,0.0,31.4,6.0,31.0,0.0,61.4,30.2,61.4,3.7,61.4,4.5
1349,2020-12-09,xb,xb909,7503.0,7771,0.0,48.0,100.0,72.0,205.0,134.0,24.0,23.6,2.1,1.714286,0.0,0.0,1.0,1.0,28.0,-23.0,48.0,58.0,65.0,53.0,12.0,Tuesday,9.0,December,2020.0,1.0,1050.0,15.4,59.3,2.3,226.9,115.1,0.0,26.9,6.0,31.0,8.3,59.5,25.0,59.3,3.2,59.3,4.2
1350,2020-12-09,grp,grp473,7503.0,7771,48.0,86.0,72.0,55.0,134.0,102.0,23.6,23.8,1.61,2.235294,0.0,0.0,2.0,2.0,17.0,6.0,38.0,58.0,65.0,53.0,12.0,Tuesday,9.0,December,2020.0,1.0,1050.0,15.4,59.3,2.3,226.9,115.1,0.0,26.9,6.0,31.0,8.3,59.5,25.0,59.3,3.2,59.3,4.2
1351,2020-12-09,grp,grp376,7503.0,7771,86.0,166.0,55.0,18.0,102.0,28.0,23.8,24.4,1.67,2.162162,0.0,0.0,3.0,3.0,37.0,6.0,80.0,58.0,65.0,53.0,12.0,Tuesday,9.0,December,2020.0,1.0,1050.0,15.4,59.3,2.3,226.9,115.1,0.0,26.9,6.0,31.0,8.3,59.5,25.0,59.3,3.2,59.3,4.2
1352,2020-12-09,reg,reg973,7501.0,7772,0.0,87.0,100.0,41.0,180.0,64.0,21.8,21.6,2.44,1.474576,0.0,0.0,4.0,1.0,59.0,-29.0,87.0,58.0,65.0,53.0,12.0,Tuesday,9.0,December,2020.0,1.0,1050.0,15.4,59.3,2.3,226.9,115.1,0.0,26.9,6.0,31.0,8.3,59.5,25.0,59.3,3.2,59.3,4.2
1353,2020-12-09,hxb,hxb800,7501.0,7772,87.0,149.0,41.0,4.0,64.0,6.0,21.6,21.6,2.15,1.675676,0.0,0.0,5.0,2.0,37.0,4.0,62.0,58.0,65.0,53.0,12.0,Tuesday,9.0,December,2020.0,1.0,1050.0,15.4,59.3,2.3,226.9,115.1,0.0,26.9,6.0,31.0,8.3,59.5,25.0,59.3,3.2,59.3,4.2
1354,2020-12-09,reg,reg396,7504.0,7072,0.0,66.0,100.0,65.0,221.0,130.0,25.4,25.4,1.91,1.885714,0.0,0.0,6.0,1.0,35.0,-25.0,66.0,58.0,65.0,53.0,12.0,Tuesday,9.0,December,2020.0,1.0,1050.0,15.4,59.3,2.3,226.9,115.1,0.0,26.9,6.0,31.0,8.3,59.5,25.0,59.3,3.2,59.3,4.2
1355,2020-12-09,reg,reg585,7504.0,7072,66.0,151.0,65.0,21.0,130.0,34.0,25.4,25.4,1.86,1.931818,0.0,0.0,7.0,2.0,44.0,-11.0,85.0,58.0,65.0,53.0,12.0,Tuesday,9.0,December,2020.0,1.0,1050.0,15.4,59.3,2.3,226.9,115.1,0.0,26.9,6.0,31.0,8.3,59.5,25.0,59.3,3.2,59.3,4.2
1356,2020-12-10,xb,xb421,7505.0,7771,0.0,48.0,100.0,68.0,205.0,122.0,25.8,24.4,2.4,1.5,0.0,0.0,1.0,1.0,32.0,-35.0,48.0,54.0,63.0,44.0,19.0,Wednesday,10.0,December,2020.0,1.0,1050.0,14.6,58.3,2.5,215.2,113.6,0.0,51.5,6.0,30.0,0.8,58.3,40.3,58.3,3.4,58.3,4.2
1357,2020-12-10,grp,grp479,7505.0,7771,48.0,86.0,68.0,49.0,122.0,89.0,24.4,24.6,1.8,2.0,0.0,0.0,2.0,2.0,19.0,5.0,38.0,54.0,63.0,44.0,19.0,Wednesday,10.0,December,2020.0,1.0,1050.0,14.6,58.3,2.5,215.2,113.6,0.0,51.5,6.0,30.0,0.8,58.3,40.3,58.3,3.4,58.3,4.2
1358,2020-12-10,grp,grp376,7505.0,7771,86.0,166.0,49.0,15.0,89.0,21.0,24.6,25.4,1.53,2.352941,0.0,0.0,3.0,3.0,34.0,12.0,80.0,54.0,63.0,44.0,19.0,Wednesday,10.0,December,2020.0,1.0,1050.0,14.6,58.3,2.5,215.2,113.6,0.0,51.5,6.0,30.0,0.8,58.3,40.3,58.3,3.4,58.3,4.2
1359,2020-12-10,reg,reg973,7501.0,7772,0.0,87.0,100.0,41.0,182.0,64.0,21.6,21.4,2.44,1.474576,0.0,0.0,4.0,1.0,59.0,-31.0,87.0,54.0,63.0,44.0,19.0,Wednesday,10.0,December,2020.0,1.0,1050.0,14.6,58.3,2.5,215.2,113.6,0.0,51.5,6.0,30.0,0.8,58.3,40.3,58.3,3.4,58.3,4.2
1360,2020-12-10,hxb,hxb800,7501.0,7772,87.0,148.0,41.0,5.0,64.0,10.0,21.4,21.6,2.12,1.694444,0.0,0.0,5.0,2.0,36.0,7.0,61.0,54.0,63.0,44.0,19.0,Wednesday,10.0,December,2020.0,1.0,1050.0,14.6,58.3,2.5,215.2,113.6,0.0,51.5,6.0,30.0,0.8,58.3,40.3,58.3,3.4,58.3,4.2
1361,2020-12-10,reg,reg396,7504.0,7072,0.0,66.0,100.0,66.0,213.0,133.0,25.4,25.4,1.85,1.941176,0.0,0.0,6.0,1.0,34.0,-14.0,66.0,54.0,63.0,44.0,19.0,Wednesday,10.0,December,2020.0,1.0,1050.0,14.6,58.3,2.5,215.2,113.6,0.0,51.5,6.0,30.0,0.8,58.3,40.3,58.3,3.4,58.3,4.2
1362,2020-12-10,reg,reg585,7504.0,7072,66.0,151.0,66.0,23.0,133.0,40.0,25.4,25.4,1.82,1.976744,0.0,0.0,7.0,2.0,43.0,-8.0,85.0,54.0,63.0,44.0,19.0,Wednesday,10.0,December,2020.0,1.0,1050.0,14.6,58.3,2.5,215.2,113.6,0.0,51.5,6.0,30.0,0.8,58.3,40.3,58.3,3.4,58.3,4.2
1363,2020-12-11,xb,xb816,7503.0,7771,0.0,48.0,100.0,71.0,207.0,132.0,24.2,23.6,2.18,1.655172,0.0,0.0,1.0,1.0,29.0,-27.0,48.0,45.0,50.0,39.0,11.0,Thursday,11.0,December,2020.0,1.0,1050.0,11.0,51.5,2.2,222.4,116.0,0.0,63.5,6.0,31.0,26.2,51.5,38.3,51.9,3.0,51.9,3.4
1364,2020-12-11,hxb,hxb104,7503.0,7771,48.0,86.0,71.0,48.0,132.0,85.0,23.6,23.4,2.18,1.652174,0.0,0.0,2.0,2.0,23.0,-9.0,38.0,45.0,50.0,39.0,11.0,Thursday,11.0,December,2020.0,1.0,1050.0,11.0,51.5,2.2,222.4,116.0,0.0,63.5,6.0,31.0,26.2,51.5,38.3,51.9,3.0,51.9,3.4
1365,2020-12-11,grp,grp149,7503.0,7771,86.0,86.0,48.0,0.0,85.0,0.0,23.4,0.0,3.003,0.0,0.0,0.0,3.0,3.0,48.0,-85.0,0.0,45.0,50.0,39.0,11.0,Thursday,11.0,December,2020.0,1.0,1050.0,11.0,51.5,2.2,222.4,116.0,0.0,63.5,6.0,31.0,26.2,51.5,38.3,51.9,3.0,51.9,3.4
1366,2020-12-11,reg,reg973,7501.0,7772,0.0,87.0,100.0,41.0,183.0,64.0,21.6,21.4,2.44,1.474576,0.0,0.0,4.0,1.0,59.0,-32.0,87.0,45.0,50.0,39.0,11.0,Thursday,11.0,December,2020.0,1.0,1050.0,11.0,51.5,2.2,222.4,116.0,0.0,63.5,6.0,31.0,26.2,51.5,38.3,51.9,3.0,51.9,3.4
1367,2020-12-11,xb,xb626,7501.0,7772,87.0,87.0,41.0,0.0,64.0,0.0,21.4,0.0,3.003,0.0,0.0,0.0,5.0,2.0,41.0,-64.0,0.0,45.0,50.0,39.0,11.0,Thursday,11.0,December,2020.0,1.0,1050.0,11.0,51.5,2.2,222.4,116.0,0.0,63.5,6.0,31.0,26.2,51.5,38.3,51.9,3.0,51.9,3.4
1368,2020-12-11,reg,reg396,7504.0,7072,0.0,66.0,100.0,67.0,215.0,133.0,25.4,25.4,1.8,2.0,0.0,0.0,6.0,1.0,33.0,-16.0,66.0,45.0,50.0,39.0,11.0,Thursday,11.0,December,2020.0,1.0,1050.0,11.0,51.5,2.2,222.4,116.0,0.0,63.5,6.0,31.0,26.2,51.5,38.3,51.9,3.0,51.9,3.4
1369,2020-12-11,reg,reg585,7504.0,7072,66.0,151.0,67.0,23.0,133.0,40.0,25.4,25.4,1.86,1.931818,0.0,0.0,7.0,2.0,44.0,-8.0,85.0,45.0,50.0,39.0,11.0,Thursday,11.0,December,2020.0,1.0,1050.0,11.0,51.5,2.2,222.4,116.0,0.0,63.5,6.0,31.0,26.2,51.5,38.3,51.9,3.0,51.9,3.4
1370,2020-12-14,reg,reg019,7505.0,7772,0.0,87.0,100.0,52.0,203.0,94.0,25.0,24.6,1.99,1.8125,0.0,0.0,1.0,1.0,48.0,-22.0,87.0,44.0,49.0,38.0,11.0,Sunday,14.0,December,2020.0,1.0,1050.0,11.0,51.5,3.9,327.0,116.0,0.0,77.3,6.0,31.0,15.2,51.5,44.5,51.0,4.8,51.0,3.4
1371,2020-12-14,hxb,hxb800,7505.0,7772,87.0,170.0,52.0,9.0,94.0,9.0,24.6,24.8,1.87,1.930233,0.0,0.0,2.0,2.0,43.0,-2.0,83.0,44.0,49.0,38.0,11.0,Sunday,14.0,December,2020.0,1.0,1050.0,11.0,51.5,3.9,327.0,116.0,0.0,77.3,6.0,31.0,15.2,51.5,44.5,51.0,4.8,51.0,3.4
1372,2020-12-14,reg,reg396,7504.0,7072,0.0,66.0,100.0,64.0,208.0,127.0,25.4,25.4,1.96,1.833333,0.0,0.0,3.0,1.0,36.0,-15.0,66.0,44.0,49.0,38.0,11.0,Sunday,14.0,December,2020.0,1.0,1050.0,11.0,51.5,3.9,327.0,116.0,0.0,77.3,6.0,31.0,15.2,51.5,44.5,51.0,4.8,51.0,3.4
1373,2020-12-14,grp,grp376,7504.0,7072,66.0,151.0,64.0,25.0,127.0,43.0,25.4,25.4,1.65,2.179487,0.0,0.0,4.0,2.0,39.0,1.0,85.0,44.0,49.0,38.0,11.0,Sunday,14.0,December,2020.0,1.0,1050.0,11.0,51.5,3.9,327.0,116.0,0.0,77.3,6.0,31.0,15.2,51.5,44.5,51.0,4.8,51.0,3.4
