"DateTime","2605 - ODO"
"2020-02-21 00:00:00",43876.989630557546
"2020-02-22 00:00:00",43877.816054243216
"2020-02-23 00:00:00",43878.13606040722
"2020-02-24 00:00:00",44004.59752545136
"2020-02-25 00:00:00",44185.149352779765
"2020-02-26 00:00:00",44405.69573689652
"2020-02-27 00:00:00",44622.19388769585
"2020-02-28 00:00:00",44788.26155253321
"2020-03-01 00:00:00",44937.45588264535
"2020-03-02 00:00:00",45081.83769287362
"2020-03-03 00:00:00",45305.00937027758
"2020-03-04 00:00:00",45498.65659548238
"2020-03-05 00:00:00",45644.18483556033
"2020-03-06 00:00:00",45835.32793486041
"2020-03-07 00:00:00",45979.964507277495
"2020-03-08 00:00:00",46084.29583731011
"2020-03-09 00:00:00",46085.134688419625
"2020-03-10 00:00:00",46252.727819533924
"2020-03-11 00:00:00",46373.87034717251
"2020-03-12 00:00:00",46522.88447963891
"2020-03-13 00:00:00",46671.09704326732
"2020-03-14 00:00:00",46672.24036626104
"2020-03-16 00:00:00",46817.46102759882
"2020-03-17 00:00:00",47020.877924320564
"2020-03-18 00:00:00",47022.62847470771
"2020-03-19 00:00:00",47126.440959794796
"2020-03-20 00:00:00",47127.52525252525
"2020-03-21 00:00:00",47127.97885349559
"2020-03-22 00:00:00",47128.37031734669
"2020-03-23 00:00:00",47342.100321871265
"2020-03-24 00:00:00",47534.495421737054
"2020-03-25 00:00:00",47688.26615068003
"2020-03-26 00:00:00",47866.49715660542
"2020-03-27 00:00:00",48025.07419172035
"2020-03-28 00:00:00",48025.29788534956
"2020-03-29 00:00:00",48025.74837946393
"2020-03-30 00:00:00",48226.724677881175
"2020-03-31 00:00:00",48388.82178080013
"2020-04-01 00:00:00",48389.94024894615
"2020-04-02 00:00:00",48390.912694862
"2020-04-03 00:00:00",48499.63090551181
"2020-04-06 00:00:00",48696.590039171235
"2020-04-07 00:00:00",48924.73983188181
"2020-04-08 00:00:00",49081.61337787322
"2020-04-09 00:00:00",49105.73811441183
"2020-04-10 00:00:00",49279.97059671518
"2020-04-13 00:00:00",49439.63192456056
"2020-04-14 00:00:00",49644.28363357989
"2020-04-15 00:00:00",49854.23676018691
"2020-04-16 00:00:00",50055.65932454466
"2020-04-17 00:00:00",50260.432200946474
"2020-04-20 00:00:00",50436.85812355842
"2020-04-21 00:00:00",50655.38505130041
"2020-04-22 00:00:00",50854.006352899065
"2020-04-23 00:00:00",51010.10722381293
"2020-04-24 00:00:00",51194.607865068
"2020-04-27 00:00:00",51369.017438161136
"2020-04-28 00:00:00",51570.06830112145
"2020-04-29 00:00:00",51698.71077905034
"2020-04-30 00:00:00",51698.99971665473
"2020-05-01 00:00:00",51699.32593653066
"2020-05-02 00:00:00",51699.419142209495
"2020-05-04 00:00:00",51884.845626541
"2020-05-05 00:00:00",52071.883767547515
"2020-05-06 00:00:00",52250.70587767438
"2020-05-07 00:00:00",52400.347595044936
"2020-05-08 00:00:00",52445.64555495904
"2020-05-09 00:00:00",52446.770236816985
"2020-05-10 00:00:00",52447.26422691481
"2020-05-11 00:00:00",52500.63379861608
"2020-05-12 00:00:00",52692.68409985684
"2020-05-13 00:00:00",52835.91015966754
"2020-05-14 00:00:00",53021.467131949415
"2020-05-15 00:00:00",53175.91515549192
"2020-05-18 00:00:00",53385.55958204088
"2020-05-19 00:00:00",53555.72518989103
"2020-05-20 00:00:00",53671.523925276386
"2020-05-21 00:00:00",53822.02934860415
"2020-05-22 00:00:00",54017.47544341048
"2020-05-26 00:00:00",54162.108908971604
"2020-05-27 00:00:00",54349.37775888809
"2020-05-28 00:00:00",54542.94731269387
"2020-05-29 00:00:00",54733.127286645984
"2020-05-30 00:00:00",54733.419331106335
"2020-05-31 00:00:00",54733.515643641134
"2020-06-01 00:00:00",54885.2855573451
"2020-06-02 00:00:00",55053.767249264296
"2020-06-03 00:00:00",55243.58993478088
"2020-06-04 00:00:00",55435.88878449853
"2020-06-05 00:00:00",55588.373275073565
"2020-06-06 00:00:00",55588.47580132029
"2020-06-08 00:00:00",55771.82690586972
"2020-06-09 00:00:00",55963.55409409051
"2020-06-10 00:00:00",56128.83261751372
"2020-06-11 00:00:00",56268.0663674143
"2020-06-12 00:00:00",56413.56043207667
"2020-06-13 00:00:00",56601.236280124074
"2020-06-14 00:00:00",56601.39783663405
"2020-06-15 00:00:00",56781.01450031814
"2020-06-16 00:00:00",56923.37374731567
"2020-06-17 00:00:00",57073.357218841964
"2020-06-18 00:00:00",57267.06968802195
"2020-06-19 00:00:00",57451.815770897956
"2020-06-20 00:00:00",57452.25073073252
"2020-06-22 00:00:00",57655.703193350826
"2020-06-23 00:00:00",57800.44229201463
"2020-06-24 00:00:00",57948.73874075399
"2020-06-25 00:00:00",58140.751759723214
"2020-06-26 00:00:00",58307.43768889684
"2020-06-27 00:00:00",58307.5526425674
"2020-06-28 00:00:00",58308.19576175137
"2020-06-29 00:00:00",58478.28680505846
"2020-06-30 00:00:00",58664.39369084546
"2020-07-01 00:00:00",58850.30795156287
"2020-07-02 00:00:00",59036.91814801559
"2020-07-03 00:00:00",59037.101452517294
"2020-07-06 00:00:00",59221.92520679233
"2020-07-07 00:00:00",59404.94387775392
"2020-07-08 00:00:00",59553.80577427821
"2020-07-09 00:00:00",59703.13369919669
"2020-07-10 00:00:00",59889.63204883481
"2020-07-11 00:00:00",60062.12469179989
"2020-07-12 00:00:00",60062.31731686948
"2020-07-13 00:00:00",60227.04903364352
"2020-07-14 00:00:00",60415.49491283405
"2020-07-15 00:00:00",60644.99079127892
"2020-07-16 00:00:00",60771.70884534319
"2020-07-17 00:00:00",60941.924162888725
"2020-07-18 00:00:00",60942.231741628886
"2020-07-20 00:00:00",61130.786829913304
"2020-07-21 00:00:00",61343.1801404796
"2020-07-22 00:00:00",61533.98838284419
"2020-07-23 00:00:00",61625.034796786764
"2020-07-24 00:00:00",61730.17080251332
"2020-07-25 00:00:00",61730.42245784618
"2020-07-27 00:00:00",61923.54462439354
"2020-07-28 00:00:00",62124.71665473634
"2020-07-29 00:00:00",62271.583949733555
"2020-07-30 00:00:00",62472.395584784856
"2020-07-31 00:00:00",62669.61880120098
"2020-08-01 00:00:00",62669.8176399825
"2020-08-03 00:00:00",62844.03148115008
"2020-08-04 00:00:00",62972.527936848805
"2020-08-05 00:00:00",63065.81128708343
"2020-08-06 00:00:00",63260.90320031019
"2020-08-07 00:00:00",63451.415607850155
"2020-08-09 00:00:00",63451.93445279567
"2020-08-10 00:00:00",63627.29472381293
"2020-08-11 00:00:00",63815.436600254514
"2020-08-12 00:00:00",63882.51051360057
"2020-08-13 00:00:00",64108.774522414096
"2020-08-14 00:00:00",64309.215431877834
"2020-08-15 00:00:00",64309.55097232164
"2020-08-16 00:00:00",64309.86165791776
"2020-08-17 00:00:00",64500.784170444604
"2020-08-18 00:00:00",64646.86232402768
"2020-08-19 00:00:00",64813.159896206154
"2020-08-20 00:00:00",64939.453591028396
"2020-08-21 00:00:00",65093.2771365227
"2020-08-24 00:00:00",65189.64870158275
"2020-08-25 00:00:00",65341.74794201861
"2020-08-26 00:00:00",65511.09023303905
"2020-08-27 00:00:00",65600.88769088523
"2020-08-28 00:00:00",65751.4894267478
"2020-08-29 00:00:00",65789.10102501392
"2020-08-30 00:00:00",65789.53287799252
"2020-08-31 00:00:00",65897.59243517855
"2020-09-01 00:00:00",65975.7298626024
"2020-09-02 00:00:00",66149.95923804979
"2020-09-03 00:00:00",66354.01970522678
"2020-09-04 00:00:00",66514.00508530183
"2020-09-08 00:00:00",66709.37350870913
"2020-09-09 00:00:00",66841.61683269705
"2020-09-10 00:00:00",67033.30052493438
"2020-09-11 00:00:00",67138.75342996897
"2020-09-14 00:00:00",67289.32099041597
"2020-09-15 00:00:00",67488.68483058935
"2020-09-16 00:00:00",67688.6203322596
"2020-09-17 00:00:00",67880.02130060447
"2020-09-18 00:00:00",68085.68497474746
"2020-09-19 00:00:00",68095.2145719001
"2020-09-21 00:00:00",68270.87310108963
"2020-09-22 00:00:00",68400.34821641613
"2020-09-23 00:00:00",68608.52165064316
"2020-09-24 00:00:00",68767.91102461625
"2020-09-25 00:00:00",68953.62644655214
"2020-09-26 00:00:00",68953.89984987672
"2020-09-28 00:00:00",69158.55515565544
"2020-09-29 00:00:00",69366.78857969458
"2020-09-30 00:00:00",69564.05218523821
"2020-10-01 00:00:00",69566.33572436968
"2020-10-02 00:00:00",69623.97100930565
"2020-10-05 00:00:00",69810.29537500994
"2020-10-06 00:00:00",69965.86497355445
"2020-10-07 00:00:00",70192.17803651675
"2020-10-08 00:00:00",70391.64715561122
"2020-10-09 00:00:00",70579.76417720511
"2020-10-10 00:00:00",70580.08729022508
"2020-10-12 00:00:00",70785.5429448272
"2020-10-13 00:00:00",70940.8212290225
"2020-10-14 00:00:00",71133.27231468225
"2020-10-15 00:00:00",71340.33127783742
"2020-10-16 00:00:00",71551.60736300008
"2020-10-17 00:00:00",71552.43067982979
"2020-10-19 00:00:00",71782.06151077706
"2020-10-20 00:00:00",71986.51438101487
"2020-10-21 00:00:00",72127.6899158912
"2020-10-22 00:00:00",72323.69213791458
"2020-10-23 00:00:00",72410.85498190566
"2020-10-24 00:00:00",72410.92333273681
"2020-10-26 00:00:00",72609.70619084546
"2020-10-27 00:00:00",72765.58336813012
"2020-10-28 00:00:00",72962.93085878469
"2020-10-29 00:00:00",73117.12722699434
"2020-10-30 00:00:00",73314.148497773
"2020-10-31 00:00:00",73336.79126401813
"2020-11-02 00:00:00",73547.58833412868
"2020-11-03 00:00:00",73785.71330927384
"2020-11-04 00:00:00",73987.6092370556
"2020-11-05 00:00:00",74176.29309276058
"2020-11-06 00:00:00",74332.5603475702
"2020-11-08 00:00:00",74332.93317028553
"2020-11-09 00:00:00",74543.16168575519
"2020-11-10 00:00:00",74772.707763911
"2020-11-11 00:00:00",74991.91596078899
"2020-11-12 00:00:00",75151.89418794241
"2020-11-13 00:00:00",75309.51120456534
"2020-11-14 00:00:00",75310.77258808557
"2020-11-16 00:00:00",75522.11957170126
"2020-11-17 00:00:00",75718.83947745168
"2020-11-18 00:00:00",75914.17712434383
"2020-11-19 00:00:00",76026.41821760916
"2020-11-20 00:00:00",76216.299933389
"2020-11-21 00:00:00",76216.37449793208
"2020-11-23 00:00:00",76307.03255487951
"2020-11-24 00:00:00",76501.14891533444
"2020-11-25 00:00:00",76683.41441688416
"2020-11-26 00:00:00",76690.70751809432
"2020-11-27 00:00:00",76895.26602143481
"2020-11-30 00:00:00",77125.42238328164
"2020-12-01 00:00:00",77331.58911476795
"2020-12-02 00:00:00",77565.98030004773
"2020-12-03 00:00:00",77784.91111906467
"2020-12-04 00:00:00",77952.07239720035
"2020-12-07 00:00:00",78147.8447118826
"2020-12-08 00:00:00",78360.90866045482
"2020-12-09 00:00:00",78533.31233098703
"2020-12-10 00:00:00",78719.62426926747
"2020-12-11 00:00:00",78847.63916229221
"2020-12-12 00:00:00",78848.09897697446
"2020-12-14 00:00:00",79039.37256422492
"2020-12-15 00:00:00",79126.16569235663
"2020-12-16 00:00:00",79322.64015648612
"2020-12-17 00:00:00",79465.70465978685
"2020-12-18 00:00:00",79681.82998787083
"2020-12-19 00:00:00",79682.29912312097
"2020-12-21 00:00:00",79890.43672452874
"2020-12-22 00:00:00",80116.15913067684
"2020-12-23 00:00:00",80310.3780173785
"2020-12-24 00:00:00",80505.60041855564
"2020-12-28 00:00:00",80732.26420205997
"2020-12-29 00:00:00",80934.86138451444
"2020-12-30 00:00:00",81164.983157136
