DateTime,coach,block,start_mile,end_mile,start_per,end_per,start_range,end_range,start_mpge,end_mpge,mpp,Odo
2020-12-22,coach_7505,block_7771,0,23%,100%,77%,205,145,25.2,25,1.73,20572.74
2020-12-22,coach_7505,block_7771,48,20%,77%,57%,145,107,25,25,1.89,20572.94
2020-12-22,coach_7505,block_7771,86,45%,57%,12%,107,15,25,25,2.03,20573.39
2020-12-23,coach_7505,block_7771,0,26%,100%,74%,198,136,25,24.8,1.95,20573.65
2020-12-23,coach_7505,block_7771,48,18%,74%,56%,136,103,24.8,24.8,1.71,20573.83
2020-12-23,coach_7505,block_7771,86,38%,56%,18%,103,28,24.8,25,1.71,20574.21
2020-12-24,coach_7505,block_7771,0,25%,100%,75%,204,138,25,24.8,1.88,20574.46
2020-12-24,coach_7505,block_7771,48,18%,75%,57%,138,104,24.8,24.8,1.71,20574.64
2020-12-24,coach_7505,block_7771,86,14%,57%,43%,104,77,24.8,25,2.19,20574.78
2020-12-29,coach_7505,block_7771,0,24%,100%,76%,206,141,24.8,24.8,1.8,20575.02
2020-12-29,coach_7505,block_7771,48,16%,76%,60%,141,109,24.8,24.8,1.52,20575.18
2020-12-29,coach_7505,block_7771,86,43%,60%,17%,109,26,24.8,24.8,1.94,20575.61
2020-12-30,coach_7505,block_7771,0,26%,100%,74%,203,135,24.8,24.8,1.95,20575.87
2020-12-30,coach_7505,block_7771,48,18%,74%,56%,135,100,24.8,24.8,1.71,20576.05
2020-12-30,coach_7505,block_7771,86,37%,56%,19%,100,28,24.8,24,1.67,20576.42
