date,op_type,op_id,coach,block,start_mile,end_mile,start_per,end_per,start_range,end_range,start_mpge,end_mpge,mpp
2020-12-03,HXB800,Opr_5,coach_7501,block_7772,87,61,40%,8%,64,8,21.4,21.6,1.91
2020-12-03,,Avg,coach_7505,block_7072,0,111,98%,34%,190,60,24.8,24.8,1.73
2020-12-03,REG396,Opr_8,coach_7505,block_7072,0,66,98%,61%,190,114,24.8,24.8,1.78
2020-12-03,REG585,Opr_9,coach_7505,block_7072,66,45,61%,35%,114,70,24.8,24.8,1.73
2020-12-04,,Avg,coach_7505,block_7771,0,166,100%,5%,196,10,24.8,24.6,1.75
2020-12-04,REG420,Opr_1,coach_7505,block_7771,0,48,100%,65%,196,118,24.8,24.6,1.37
2020-12-04,XB088,Opr_2,coach_7505,block_7771,48,38,65%,48%,118,86,24.6,24.6,2.24
2020-12-04,HXB149,Opr_3,coach_7505,block_7771,86,80,48%,5%,86,10,24.6,24.6,1.86
2020-12-04,,Avg,coach_7501,block_7772,0,148,100%,10%,185,20,21.6,21.4,1.64
2020-12-04,REG973,Opr_4,coach_7501,block_7772,0,87,100%,41%,185,66,21.6,21.2,1.47
2020-12-04,Pulled in,Opr_5,coach_7501,block_7772,87,61,41%,10%,66,20,21.2,21.4,1.97
2020-12-07,,Avg,coach_7503,block_7771,0,150,100%,6%,237,6,28.6,22.8,1.6
2020-12-07,XB552,Opr_1,coach_7503,block_7771,0,48,100%,66%,237,119,28.6,22.8,1.41
2020-12-07,XB104,Opr_2,coach_7503,block_7771,48,38,66%,45%,119,80,22.8,22.6,1.81
2020-12-07,HXB149,Opr_3,coach_7503,block_7771,86,64,45%,6%,80,6,22.6,22.8,1.64
2020-12-07,,Avg,coach_7501,block_7772,0,170,100%,6%,173,6,21.4,21.8,1.81
2020-12-07,REG019,Opr_4,coach_7501,block_7772,0,87,100%,49%,173,80,21.4,21.6,1.71
2020-12-07,HXB800,Opr_5,coach_7501,block_7772,87,83,49%,6%,80,6,21.6,21.8,1.93
2020-12-07,,Avg,coach_7505,block_7072,0,151,100%,28%,224,54,28.6,27,2.1
2020-12-07,XB317,Opr_8,coach_7505,block_7072,0,66,100%,67%,224,129,28.6,25.6,2
2020-12-07,GRP376,Opr_9,coach_7505,block_7072,66,85,67%,28%,129,54,25.6,27,2.18
2020-12-08,,Avg,coach_7503,block_7771,0,166,100%,18%,191,30,22.8,24,2.02
2020-12-08,XB161,Opr_1,coach_7503,block_7771,0,48,100%,78%,191,147,22.8,23.4,2.18
2020-12-08,XB406,Opr_2,coach_7503,block_7771,48,38,78%,63%,147,121,23.4,24,2.53
2020-12-08,GRP149,Opr_3,coach_7503,block_7771,86,80,63%,18%,121,30,24,24,1.78
2020-12-08,,Avg,coach_7505,block_7772,0,,100%,,222,,26.8,,
2020-12-08,REG109,Opr_4,coach_7505,block_7772,0,,100%,EARLY,222,IN,26.8,PULL,
2020-12-08,,Avg,coach_7504,block_7072,0,151,100%,18%,216,29,25.4,25.4,1.84
2020-12-08,XB150,Opr_8,coach_7504,block_7072,0,66,100%,56%,216,111,25.4,25.4,1.5
2020-12-08,GRP376,Opr_9,coach_7504,block_7072,66,85,56%,18%,111,29,25.4,25.4,2.24
2020-12-09,,Avg,coach_7503,block_7771,0,166,100%,18%,205,28,24,24.4,2.02
2020-12-09,XB909,Opr_1,coach_7503,block_7771,0,48,100%,72%,205,134,24,23.6,1.71
2020-12-09,GRP473,Opr_2,coach_7503,block_7771,48,38,72%,55%,134,102,23.6,23.8,2.24
2020-12-09,GRP376,Opr_3,coach_7503,block_7771,86,80,55%,18%,102,28,23.8,24.4,2.16
2020-12-09,,Avg,coach_7501,block_7772,0,149,100%,4%,180,6,21.8,21.6,1.55
2020-12-09,REG973,Opr_4,coach_7501,block_7772,0,87,100%,41%,180,64,21.8,21.6,1.47
2020-12-09,HXB800,Opr_5,coach_7501,block_7772,87,62,41%,4%,64,6,21.6,21.6,1.68
2020-12-09,,Avg,coach_7504,block_7072,0,151,100%,21%,221,34,25.4,25.4,1.91
2020-12-09,REG396,Opr_8,coach_7504,block_7072,0,66,100%,65%,221,130,25.4,25.4,1.89
2020-12-09,REG585,Opr_9,coach_7504,block_7072,66,85,65%,21%,130,34,25.4,25.4,1.93
2020-12-10,,Avg,coach_7505,block_7771,0,166,100%,15%,205,21,25.8,25.4,1.95
2020-12-10,XB421,Opr_1,coach_7505,block_7771,0,48,100%,68%,205,122,25.8,24.4,1.5
2020-12-10,GRP479,Opr_2,coach_7505,block_7771,48,38,68%,49%,122,89,24.4,24.6,2
2020-12-10,GRP376,Opr_3,coach_7505,block_7771,86,80,49%,15%,89,21,24.6,25.4,2.35
2020-12-10,,Avg,coach_7501,block_7772,0,148,100%,5%,182,10,21.6,21.6,1.56
2020-12-10,REG973,Opr_4,coach_7501,block_7772,0,87,100%,41%,182,64,21.6,21.4,1.47
2020-12-10,HXB800,Opr_5,coach_7501,block_7772,87,61,41%,5%,64,10,21.4,21.6,1.69
2020-12-10,,Avg,coach_7504,block_7072,0,151,100%,23%,213,40,25.4,25.4,1.96
2020-12-10,REG396,Opr_8,coach_7504,block_7072,0,66,100%,66%,213,133,25.4,25.4,1.94
2020-12-10,REG585,Opr_9,coach_7504,block_7072,66,85,66%,23%,133,40,25.4,25.4,1.98
2020-12-11,,Avg,coach_7503,block_7771,0,0,100%,0%,207,0,24.2,0,
2020-12-11,XB816,Opr_1,coach_7503,block_7771,0,48,100%,71%,207,132,24.2,23.6,1.66
2020-12-11,HXB104,Opr_2,coach_7503,block_7771,48,38,71%,48%,132,85,23.6,23.4,1.65
2020-12-11,GRP149,Opr_3,coach_7503,block_7771,86,0,48%,0%,85,0,23.4,0,
2020-12-11,,Avg,coach_7501,block_7772,0,0,100%,0%,183,0,21.6,0,
2020-12-11,REG973,Opr_4,coach_7501,block_7772,0,87,100%,41%,183,64,21.6,21.4,1.47
2020-12-11,XB626,Opr_5,coach_7501,block_7772,87,0,41%,0%,64,0,21.4,0,
2020-12-11,,Avg,coach_7504,block_7072,0,151,100%,23%,215,40,25.4,25.4,1.96
2020-12-11,REG396,Opr_8,coach_7504,block_7072,0,66,100%,67%,215,133,25.4,25.4,2
2020-12-11,REG585,Opr_9,coach_7504,block_7072,66,85,67%,23%,133,40,25.4,25.4,1.93
2020-12-14,,Avg,coach_7505,block_7772,0,170,100%,9%,203,9,25,24.8,1.87
2020-12-14,REG019,Opr_4,coach_7505,block_7772,0,87,100%,52%,203,94,25,24.6,1.81
2020-12-14,HXB800,Opr_5,coach_7505,block_7772,87,83,52%,9%,94,9,24.6,24.8,1.93
2020-12-14,,Avg,coach_7504,block_7072,0,151,100%,25%,208,43,25.4,25.4,2.01
2020-12-14,REG396,Opr_8,coach_7504,block_7072,0,66,100%,64%,208,127,25.4,25.4,1.83
2020-12-14,GRP376,Opr_9,coach_7504,block_7072,66,85,64%,25%,127,43,25.4,25.4,2.18
2020-12-15,,Avg,coach_7505,block_7771,0,86%,100%,14%,202,20,24.8,24.8,1.85
2020-12-15,REG558,Opr_1,coach_7505,block_7771,0,29%,100%,71%,202,131,24.8,24.4,2.18
2020-12-15,HXB104,Opr_2,coach_7505,block_7771,48,18%,71%,53%,131,97,24.4,24.6,1.71
2020-12-15,HXB149,Opr_3,coach_7505,block_7771,86,39%,53%,14%,97,20,24.6,24.8,1.73
2020-12-15,,Avg,coach_7503,block_7772,0,81%,100%,19%,206,35,24.2,24,2.23
2020-12-15,REG109,Opr_4,coach_7503,block_7772,0,48%,100%,52%,206,95,24.2,24,1.99
2020-12-15,HXB800,Opr_5,coach_7503,block_7772,87,33%,52%,19%,95,35,24,24,1.86
2020-12-15,,Avg,coach_7504,block_7072,0,71%,100%,29%,215,51,25.4,25.4,1.69
2020-12-15,XB285,Opr_8,coach_7504,block_7072,0,33%,100%,67%,215,133,25.4,25.4,1.8
2020-12-15,GRP376,Opr_9,coach_7504,block_7072,66,38%,67%,29%,133,51,25.4,25.4,1.61
2020-12-16,,Avg,coach_7505,block_7771,0,80%,100%,20%,202,31,24.8,24.8,1.72
2020-12-16,REG558,Opr_1,coach_7505,block_7771,0,27%,100%,73%,202,134,24.8,24.4,2.03
2020-12-16,GRP473,Opr_2,coach_7505,block_7771,48,17%,73%,56%,134,102,24.4,24.6,1.61
2020-12-16,GRP376,Opr_3,coach_7505,block_7771,86,36%,56%,20%,102,31,24.6,24.8,1.6
2020-12-16,,Avg,coach_7504,block_7772,0,97%,100%,3%,218,6,25.4,25.4,2.05
2020-12-16,REG973,Opr_4,coach_7504,block_7772,0,56%,100%,44%,218,84,25.4,25.4,2.32
2020-12-16,HXB800,Opr_5,coach_7504,block_7772,87,41%,44%,3%,84,6,25.4,25.4,1.78
2020-12-17,,Avg,coach_7505,block_7771,0,75%,100%,25%,206,39,24.8,25.2,1.63
2020-12-17,REG558,Opr_1,coach_7505,block_7771,0,22%,100%,78%,206,147,24.8,24.8,1.65
2020-12-17,GRP473,Opr_2,coach_7505,block_7771,48,17%,78%,61%,147,114,24.8,25,1.61
2020-12-17,GRP376,Opr_3,coach_7505,block_7771,86,36%,61%,25%,114,39,25,25.2,1.51
2020-12-17,,Avg,coach_7501,block_7772,0,87%,100%,13%,177,17,21.2,21.2,2.13
2020-12-17,REG973,Opr_4,coach_7501,block_7772,0,54%,100%,46%,177,72,21.2,21.2,2.23
2020-12-17,DOXB104,Opr_5,coach_7501,block_7772,87,33%,46%,13%,72,17,21.2,21.2,1.98
2020-12-17,,Avg,coach_7504,block_7072,0,82%,100%,18%,218,29,25.4,25.4,1.95
2020-12-17,XB831,Opr_8,coach_7504,block_7072,0,38%,100%,62%,218,122,25.4,25.4,2.07
2020-12-17,REG585,Opr_9,coach_7504,block_7072,66,44%,62%,18%,122,29,25.4,25.4,1.86
2020-12-18,,Avg,coach_7501,block_7772,0,90%,100%,10%,177,13,21.2,21.2,2.2
2020-12-18,REG973,Opr_4,coach_7501,block_7772,0,59%,100%,41%,177,65,21.2,21,2.44
2020-12-18,XB829,Opr_5,coach_7501,block_7772,87,31%,41%,10%,65,13,21,21.2,1.86
2020-12-18,,Avg,coach_7504,block_7072,0,88%,100%,12%,216,18,25.4,25.2,2.11
2020-12-18,XB486,Opr_8,coach_7504,block_7072,0,38%,100%,62%,216,122,25.4,25.4,2.07
2020-12-18,REG585,Opr_9,coach_7504,block_7072,66,50%,62%,12%,122,18,25.4,25.2,2.14
2020-12-22,,Avg,coach_7505,block_7771,0,88%,100%,12%,205,15,25.2,25,1.91
2020-12-22,REG558,Opr_1,coach_7505,block_7771,0,23%,100%,77%,205,145,25.2,25,1.73
2020-12-22,HXB104,Opr_2,coach_7505,block_7771,48,20%,77%,57%,145,107,25,25,1.89
2020-12-22,HXB149,Opr_3,coach_7505,block_7771,86,45%,57%,12%,107,15,25,25,2.03
2020-12-22,,Avg,coach_7501,block_7772,0,93%,100%,7%,184,6,22,23,1.97
2020-12-22,REG019,Opr_4,coach_7501,block_7772,0,50%,100%,50%,184,83,22,22.2,2.07
2020-12-22,HXB800,Opr_5,coach_7501,block_7772,87,43%,50%,7%,83,6,22.2,23,1.87
2020-12-22,,Avg,coach_7503,block_7072,0,75%,99%,24%,196,41,24,24.2,1.8
2020-12-22,XB826,Opr_8,coach_7503,block_7072,0,33%,99%,66%,196,123,24,24,1.8
2020-12-22,GRP376,Opr_9,coach_7503,block_7072,66,42%,66%,24%,123,41,24,24.2,1.8
2020-12-23,,Avg,coach_7505,block_7771,0,82%,100%,18%,198,28,25,25,1.78
2020-12-23,REG558,Opr_1,coach_7505,block_7771,0,26%,100%,74%,198,136,25,24.8,1.95
2020-12-23,GRP473,Opr_2,coach_7505,block_7771,48,18%,74%,56%,136,103,24.8,24.8,1.71
2020-12-23,GRP376,Opr_3,coach_7505,block_7771,86,38%,56%,18%,103,28,24.8,25,1.71
2020-12-23,,Avg,coach_7501,block_7772,0,90%,100%,10%,185,11,23,22.4,2.2
2020-12-23,REG973,Opr_4,coach_7501,block_7772,0,59%,100%,41%,185,65,23,22,2.44
2020-12-23,HXB800,Opr_5,coach_7501,block_7772,87,31%,41%,10%,65,11,22,22.4,1.86
2020-12-23,,Avg,coach_7504,block_7072,0,79%,100%,21%,209,37,25.2,25.2,1.9
2020-12-23,XB939,Opr_8,coach_7504,block_7072,0,29%,100%,71%,209,141,25.2,25.4,1.58
2020-12-23,REG585,Opr_9,coach_7504,block_7072,66,50%,71%,21%,141,37,25.4,25.2,2.14
2020-12-24,,Avg,coach_7505,block_7771,0,57%,100%,43%,204,77,25,25,1.88
2020-12-24,REG558,Opr_1,coach_7505,block_7771,0,25%,100%,75%,204,138,25,24.8,1.88
2020-12-24,XB473,Opr_2,coach_7505,block_7771,48,18%,75%,57%,138,104,24.8,24.8,1.71
2020-12-24,GRP376,Opr_3,coach_7505,block_7771,86,14%,57%,43%,104,77,24.8,25,2.19
2020-12-24,,Avg,coach_7501,block_7772,0,73%,100%,27%,187,41,22.4,21.6,2.37
2020-12-24,REG973,Opr_4,coach_7501,block_7772,0,62%,100%,38%,187,59,22.4,21.6,2.57
2020-12-24,REG005,Opr_5,coach_7501,block_7772,87,11%,38%,27%,59,41,21.6,21.6,1.65
2020-12-24,,Avg,coach_7504,block_7072,0,78%,100%,22%,206,37,25.2,25.2,2.44
2020-12-24,XB988,Opr_8,coach_7504,block_7072,0,52%,100%,48%,206,91,25.2,25.2,2.84
2020-12-24,REG585,Opr_9,coach_7504,block_7072,66,26%,48%,22%,91,37,25.2,25.2,1.91
2020-12-29,,Avg,coach_7505,block_7771,0,83%,100%,17%,206,26,24.8,24.8,1.8
2020-12-29,REG558,Opr_1,coach_7505,block_7771,0,24%,100%,76%,206,141,24.8,24.8,1.8
2020-12-29,XB285,Opr_2,coach_7505,block_7771,48,16%,76%,60%,141,109,24.8,24.8,1.52
2020-12-29,HXB149,Opr_3,coach_7505,block_7771,86,43%,60%,17%,109,26,24.8,24.8,1.94
2020-12-29,,Avg,coach_7501,block_7772,0,92%,100%,8%,182,8,21.8,22.2,1.95
2020-12-29,HXB548,Opr_4,coach_7501,block_7772,0,51%,100%,49%,182,79,21.8,21.8,2.11
2020-12-29,REG005,Opr_5,coach_7501,block_7772,87,41%,49%,8%,79,8,21.8,22.2,1.78
2020-12-29,,Avg,coach_7504,block_7072,0,68%,100%,32%,214,56,25.2,25.2,1.63
2020-12-29,HXB406,Opr_8,coach_7504,block_7072,0,29%,100%,71%,214,141,25.2,25.2,1.58
2020-12-29,GRP376,Opr_9,coach_7504,block_7072,66,39%,71%,32%,141,56,25.2,25.2,1.67
2020-12-30,,Avg,coach_7505,block_7771,0,81%,100%,19%,203,28,24.8,24,1.76
2020-12-30,REG558,Opr_1,coach_7505,block_7771,0,26%,100%,74%,203,135,24.8,24.8,1.95
2020-12-30,GRP473,Opr_2,coach_7505,block_7771,48,18%,74%,56%,135,100,24.8,24.8,1.71
2020-12-30,GRP376,Opr_3,coach_7505,block_7771,86,37%,56%,19%,100,28,24.8,24,1.67
2020-12-30,,Avg,coach_7501,block_7772,0,75%,100%,25%,186,36,22.2,21.8,2.45
2020-12-30,REG973,Opr_4,coach_7501,block_7772,0,64%,100%,36%,186,55,22.2,21.6,2.65
2020-12-30,REG005,Opr_5,coach_7501,block_7772,87,11%,36%,25%,55,36,21.6,21.8,1.72
2020-12-30,,Avg,coach_7504,block_7072,0,77%,100%,23%,214,40,25.2,25.2,1.85
2020-12-30,HXB406,Opr_8,coach_7504,block_7072,0,29%,100%,71%,214,138,25.2,25.2,1.58
2020-12-30,REG585,Opr_9,coach_7504,block_7072,66,48%,71%,23%,138,40,25.2,25.2,2.06
2020-12-31,,Avg,coach_7504,block_7771,0,75%,100%,25%,214,42,25.2,25.2,1.63
2020-12-31,REG558,Opr_1,coach_7504,block_7771,0,21%,100%,79%,214,157,25.2,25.2,1.58
2020-12-31,GRP473,Opr_2,coach_7504,block_7771,48,18%,79%,61%,157,122,25.2,25.2,1.71
2020-12-31,GRP376,Opr_3,coach_7504,block_7771,86,36%,61%,25%,122,42,25.2,25.2,1.62
2020-12-31,,Avg,coach_7501,block_7072,0,90%,100%,10%,180,11,21.8,21.8,2.15
2020-12-31,XB156,Opr_8,coach_7501,block_7072,0,37%,100%,63%,180,105,21.8,21.8,2.02
2020-12-31,REG585,Opr_9,coach_7501,block_7072,66,53%,63%,10%,105,11,21.8,21.8,2.24
